,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,p_creator,p_mood,p_name,speechiness,tempo,time_signature,valence
561,0.000665,0.609,156007,0.945,1r26AKIag5ZmBfhNOx6Y4d,0.89,4,0.0573,-5.023,0,Spotify,energetic,Power Hour,0.032,137.999,4,0.134
562,0.0716,0.685,148571,0.94,6fzT47368VL6jNBWNtFavQ,0.0044,5,0.366,-4.154,0,Spotify,energetic,Power Hour,0.106,125.991,4,0.552
563,0.00274,0.706,199047,0.833,1jTWXkeqhou44WtPcUACjH,0.0364,9,0.129,-6.222,0,Spotify,energetic,Power Hour,0.036,135.996,4,0.169
564,0.00295,0.531,186562,0.771,6UvH2vd1SRDIWzysA76T6d,0.000197,10,0.182,-6.452,1,Spotify,energetic,Power Hour,0.0491,128.012,4,0.483
565,0.0291,0.616,154714,0.834,4xdNmYWQFo0ISB7jbTZzMh,0.0323,5,0.103,-4.637,0,Spotify,energetic,Power Hour,0.0702,139.89,3,0.145
566,0.032,0.71,199189,0.989,3hClhC3QFXTmlkXW9gBDP9,0.0522,1,0.078,-1.514,1,Spotify,energetic,Power Hour,0.0716,127.982,4,0.285
567,0.00966,0.376,195000,0.82,7h3mtMxkX30gojRtihWcWw,0,3,0.157,-4.226,1,Spotify,energetic,Power Hour,0.0713,127.831,4,0.129
568,0.0312,0.797,166452,0.86,6iW38RGqdDGOofmz2HeXLW,0.0137,10,0.334,-4.38,0,Spotify,energetic,Power Hour,0.0413,124.033,4,0.192
569,0.0115,0.484,254769,0.815,7qszWLHEmY2X5zMNT3qxws,0.185,6,0.176,-4.467,0,Spotify,energetic,Power Hour,0.0381,130.023,4,0.0765
570,0.0148,0.627,184762,0.822,6xfT4ubp1ETiqfDtUbdYHI,0,2,0.141,-3.491,0,Spotify,energetic,Power Hour,0.175,126.014,4,0.24
571,0.0146,0.632,162302,0.962,49cR9UqQZHVb2QAkl85fQG,0.53,8,0.297,-3.311,1,Spotify,energetic,Power Hour,0.302,139.051,4,0.0919
572,0.0109,0.665,187742,0.932,4pBOB1MKyKvG8ntBCTx49A,0.661,6,0.22,-2.497,1,Spotify,energetic,Power Hour,0.0819,123.977,4,0.258
573,0.0794,0.785,172500,0.92,3tFz7n9OKBDMvrQmqE0oMR,2.02E-06,3,0.0991,-3.296,0,Spotify,energetic,Power Hour,0.0715,127.983,4,0.281
574,0.0326,0.333,189826,0.985,3wSrPtJpnGaUC2hOmJy0BV,0.769,5,0.226,-2.843,0,Spotify,energetic,Power Hour,0.0563,135.24,4,0.393
575,0.00166,0.667,169130,0.855,5QJQoalTf7VpcwqdTfmRyA,0.233,7,0.564,-3.586,1,Spotify,energetic,Power Hour,0.0355,137.99,4,0.484
576,0.0808,0.802,149932,0.964,7v2pGshzJSTKQX9nM2YYI9,0.887,0,0.0622,-4.103,1,Spotify,energetic,Power Hour,0.087,124.003,4,0.567
577,0.000545,0.636,222012,0.754,3YOmk6vaSVZNiZ5KyEosfP,0.000328,2,0.115,-3.842,0,Spotify,energetic,Power Hour,0.0317,127.991,4,0.169
578,0.0217,0.608,203810,0.98,1sBWIYYhcXxy1fh64LoQJ5,0.559,4,0.797,-5.799,0,Spotify,energetic,Power Hour,0.058,126.014,4,0.0404
579,0.000461,0.541,177143,0.931,1cuQhfnIyoZ88ZDqVfjXyz,0.578,2,0.335,-5.664,1,Spotify,energetic,Power Hour,0.067,126.016,4,0.295
580,0.00129,0.849,202500,0.746,1yCHawhY9WibtJ1XOJ16ET,0.842,1,0.0209,-6.189,1,Spotify,energetic,Power Hour,0.129,128.014,4,0.586
581,0.0048,0.716,148125,0.971,6lMNMaq2OaE7UIQiBevauB,0.675,0,0.277,-4.963,1,Spotify,energetic,Power Hour,0.0685,128.011,4,0.125
582,0.0214,0.602,146250,0.978,2xzclIG66IsGiuqxjSncY5,0.199,2,0.381,-3.523,1,Spotify,energetic,Power Hour,0.0916,128.045,4,0.106
583,0.00424,0.643,164341,0.876,4lrd9mT6YaodiqiV8ROizM,0.942,0,0.0768,-5.9,0,Spotify,energetic,Power Hour,0.0546,128.016,4,0.256
584,0.0563,0.741,203407,0.807,4t8ilMPQ7E7S6pB4i4Kf2I,0.747,2,0.351,-6.562,1,Spotify,energetic,Power Hour,0.0451,124.062,4,0.118
585,0.000599,0.584,181812,0.949,0bcLx0UsT4ymdoWM6Khj56,0.617,2,0.359,-4.266,1,Spotify,energetic,Power Hour,0.0671,128.104,4,0.161
586,0.0159,0.772,179062,0.742,6ZMxTyjFP2Ow76IpGfuIPA,0,6,0.0922,-3.297,0,Spotify,energetic,Power Hour,0.0471,128.059,4,0.324
587,0.00143,0.388,156450,0.971,2ItO4ZVCtwEHuLL6ygajGM,0.091,6,0.433,-2.274,0,Spotify,energetic,Power Hour,0.149,194.956,3,0.175
588,0.015,0.644,259497,0.854,4f1lAVArVByeXReYJC8nnh,0.487,5,0.436,-6.064,0,Spotify,energetic,Power Hour,0.0367,130.023,4,0.175
589,0.0142,0.635,159462,0.982,11JSlUhMbgN1dWWHwK7uZY,0.664,9,0.391,-2.902,1,Spotify,energetic,Power Hour,0.16,130.063,4,0.333
590,0.00408,0.736,214286,0.97,51upcn3vqH7UBFovs9LAaU,0.81,1,0.0589,-3.839,1,Spotify,energetic,Power Hour,0.0425,126.01,4,0.917
591,0.0134,0.631,183891,0.977,5ZbXW2vnN7wzkAcEFDj0cy,0.399,4,0.365,-4.836,0,Spotify,energetic,Power Hour,0.15,128.047,4,0.209
592,0.00135,0.732,133594,0.908,3Fq6VxAyc9dIxlH0P5UJ4O,0.156,6,0.156,-4.296,1,Spotify,energetic,Power Hour,0.0437,127.987,4,0.503
593,0.000612,0.797,259158,0.915,5aSFb2NDHDp4NU7rbegVJq,0.348,9,0.168,-6.022,1,Spotify,energetic,Power Hour,0.0497,125.007,4,0.678
594,0.0558,0.597,205250,0.979,241KvpSSfpZC6x6opdpPMc,0.612,2,0.422,-2.946,1,Spotify,energetic,Power Hour,0.171,126.05,4,0.119
595,0.202,0.652,190312,0.924,7nOmCW7naa26COu6dWhyMr,0.0302,1,0.124,-3.982,1,Spotify,energetic,Power Hour,0.101,127.915,4,0.4
596,0.0232,0.673,163810,0.921,7G3oEWLqKGkQ80JSSbrvjB,0.175,7,0.0798,-4.832,0,Spotify,energetic,Power Hour,0.183,125.981,4,0.261
597,0.00258,0.643,118095,0.988,4gXeJK8QF0sxw9IUDaXQdF,0.858,0,0.0814,-3.935,1,Spotify,energetic,Power Hour,0.0679,126.008,4,0.509
598,0.0697,0.666,205601,0.985,6B9AzhSLog7Bm1huxkfCFN,0.709,1,0.0941,-5.858,0,Spotify,energetic,Power Hour,0.0701,124.992,4,0.348
599,0.00224,0.748,189524,0.97,3c7P6aEGW93f44hyXa85Nt,0.25,1,0.314,-2.849,0,Spotify,energetic,Power Hour,0.0463,125.99,4,0.756
600,0.00264,0.624,186923,0.912,4dqhVztW1tanwJHpi8a7Fr,0.0179,4,0.524,-5.221,0,Spotify,energetic,Power Hour,0.039,130.052,4,0.0934
601,0.000933,0.367,180644,0.822,4IwENtzjW79sF5wNGSdnqe,0.907,1,0.149,-5.37,1,Spotify,energetic,Power Hour,0.06,200.991,3,0.217
602,0.218,0.536,164000,0.872,0zR9PEs0Udoc2f81t8DRJx,0,9,0.184,-4.622,1,Spotify,energetic,Power Hour,0.063,149.921,4,0.413
603,0.000929,0.563,180480,0.995,1JmCTYRap2IjFSSWKqluwF,0.634,1,0.134,-4.472,1,Spotify,energetic,Power Hour,0.149,125.076,4,0.0398
604,0.00848,0.588,185625,0.9,3Oowb2E9yKdHvsXCqslrVH,0.00344,3,0.189,-7.104,1,Spotify,energetic,Power Hour,0.116,128.035,4,0.207
605,0.252,0.725,187031,0.966,0k8UnzQrgksob1a8sImkCu,0.000186,5,0.0897,-2.366,0,Spotify,energetic,Power Hour,0.0426,128.022,4,0.0811
606,0.019,0.658,177143,0.842,5yD2E7jzB0YY0iT4KvmAK8,0.000425,2,0.315,-4.092,0,Spotify,energetic,Power Hour,0.0592,126.016,4,0.536
607,0.00168,0.613,193821,0.884,3fUmyxoRIRuCZLvDfEvayY,0.837,1,0.258,-6.213,0,Spotify,energetic,Power Hour,0.036,140.009,4,0.111
608,0.00243,0.719,161250,0.927,4MSUkuFzsXuVJCEsNSxJ0w,0.282,1,0.068,-3.748,1,Spotify,energetic,Power Hour,0.0924,128.082,4,0.404
609,0.000779,0.725,188160,0.867,40t0cJPGFLOStsLxagA7SO,0.727,1,0.121,-5.638,1,Spotify,energetic,Power Hour,0.0347,124.997,4,0.14
610,0.00205,0.496,142727,0.983,33fQvV0TrknVsH71PxbbOQ,0.892,9,0.35,-4.841,1,Spotify,energetic,Power Hour,0.117,131.987,4,0.0756
611,0.00741,0.535,206352,0.852,7y6r9UBkaWSproYktbdPkz,0,1,0.097,-4.881,0,Spotify,energetic,Power Hour,0.0366,150.01,4,0.295
612,0.0144,0.617,205975,0.959,2SPoL0khkn8lcyE4krvzPx,0.024,11,0.121,-3.08,1,Spotify,energetic,Power Hour,0.048,127.036,4,0.134
613,0.049,0.687,263111,0.984,53YrueU8jnbvFx1Ndss2yk,2.60E-05,11,0.175,-1.41,0,Spotify,energetic,Power Hour,0.321,135.091,4,0.513
614,0.0133,0.553,153444,0.825,1MQkhomMlwsYigfmswbEbx,0.894,9,0.159,-7.068,0,Spotify,energetic,Power Hour,0.0382,135.998,4,0.215
615,0.0066,0.518,164733,0.975,7GQuWq9p0UoBBRtN8MIZce,0.0126,1,0.341,-4.122,1,Spotify,energetic,Power Hour,0.0446,126.07,4,0.234
616,0.000735,0.661,181345,0.979,6LrkCIYjot7qmekaMQB067,0.576,10,0.477,-5.152,1,Spotify,energetic,Power Hour,0.111,126.038,4,0.0321
617,0.0167,0.729,180000,0.954,2uyQG1q7OJEsj3VlNbWTY6,0.382,2,0.0441,-4.156,1,Spotify,energetic,Power Hour,0.0616,128.034,4,0.391
618,0.0425,0.646,147581,0.961,5XnFu6T79qG4uBzojCqDHz,0.54,5,0.326,-5.722,0,Spotify,energetic,Power Hour,0.071,126.012,4,0.365
619,0.000616,0.541,245538,0.889,66oJVPod5blNHwjx34epaw,0.157,8,0.321,-6.104,1,Spotify,energetic,Power Hour,0.0303,130.008,4,0.0806
620,0.00573,0.688,155625,0.94,2x5DjUweD74HaOuLUYqk5N,0.022,11,0.513,-4.674,0,Spotify,energetic,Power Hour,0.119,128.02,4,0.22
621,0.276,0.566,395077,0.853,4G55pTc04WhcDGh7VUCOkT,0.0187,0,0.579,-4.48,0,Spotify,energetic,Power Hour,0.0811,129.982,4,0.134
622,0.00302,0.618,148125,0.974,45GtpfaI7fg7mSZBQTNJss,0.267,6,0.0634,-3.102,0,Spotify,energetic,Power Hour,0.0994,128.028,4,0.112
623,0.000421,0.537,173143,0.955,3vTOtrwheF5HItTf2kcnLb,5.14E-05,2,0.211,-4.918,1,Spotify,energetic,Power Hour,0.131,139.967,4,0.0489
624,0.00102,0.907,198000,0.776,5Yhw7mTilZeYa6hWKW3ntC,0.00536,0,0.0854,-5.808,1,Spotify,energetic,Power Hour,0.0963,122.977,4,0.785
625,0.013,0.631,200634,0.975,29VrUh1OBgsswMQp2FkQqF,0.38,1,0.156,-4.921,1,Spotify,energetic,Power Hour,0.0976,124.973,4,0.698
626,0.0162,0.775,154762,0.97,7hW0PC4oCFzMqe79NKmw0O,0.00319,1,0.111,-2.069,1,Spotify,energetic,Power Hour,0.109,126.083,4,0.748
627,0.000501,0.801,185280,0.858,50D2DP45CxPWO8JZAiqCjJ,0.883,2,0.093,-6.521,1,Spotify,energetic,Power Hour,0.0546,124.99,4,0.638
628,0.0266,0.703,231305,0.972,70nTmaiN7Js36XCmURYUTF,0.775,1,0.0748,-5.545,1,Spotify,energetic,Power Hour,0.153,125.975,4,0.178
629,0.0176,0.699,180952,0.879,2wrnoLYgHFZi7uCOIBMge9,0.776,5,0.454,-6.232,0,Spotify,energetic,Power Hour,0.0757,126.001,4,0.0424
630,0.00768,0.625,152500,0.939,3y4QmC8lSWMwsTpR3jYjju,0.888,8,0.0963,-4.06,1,Spotify,energetic,Power Hour,0.107,126.03,4,0.258
631,0.0363,0.609,228071,0.989,5X1oSnkfwzpBjMADmC5ID2,0.000765,9,0.335,-2.909,0,Spotify,energetic,Power Hour,0.0897,128.056,4,0.269
632,0.0223,0.535,180960,0.986,4mwgVzuCQd203cx0JH8BYF,0.779,6,0.743,-4.919,1,Spotify,energetic,Power Hour,0.0711,124.975,4,0.362
633,0.00119,0.858,147548,0.91,6YOhpDg3AC0je96HRarJXy,0.829,2,0.0463,-5.527,1,Spotify,energetic,Power Hour,0.187,126.001,4,0.271
634,0.0257,0.671,270000,0.924,0VnWzFgJPmQWI6q2PmOVnM,0.35,11,0.107,-3.747,1,Spotify,energetic,Power Hour,0.118,128.017,4,0.159
635,0.0169,0.624,213459,0.921,3np0ygdsjat1u4fTUR5UHu,0.79,5,0.349,-7.817,0,Spotify,energetic,Power Hour,0.0371,123.992,4,0.381
636,0.00206,0.75,233571,0.813,4EJlVuaTWn0xlRj4XtaxzT,0.642,0,0.0781,-4.266,1,Spotify,energetic,Power Hour,0.139,140.051,4,0.326
637,0.0137,0.742,489340,0.93,02Q7GcNPVgFNr8nNhq5oLg,0.892,4,0.138,-4.689,0,Spotify,energetic,Power Hour,0.165,130,4,0.133
638,0.00122,0.705,301935,0.964,6k5xdn5vcqEsmpFbc6h4x3,0.536,0,0.23,-5.714,1,Spotify,energetic,Power Hour,0.0483,123.985,4,0.41
639,0.0216,0.629,144531,0.928,2lecxeZxPiK58oaDMmP7Mi,0.88,1,0.359,-5.245,1,Spotify,energetic,Power Hour,0.061,127.989,4,0.835
640,0.00164,0.546,198095,0.922,45q8AiHpCIB6iEXXHFffws,0.957,5,0.0767,-3.68,0,Spotify,energetic,Power Hour,0.0355,125.979,4,0.141
641,0.00163,0.653,221000,0.944,4nijbf0O8zddqYJQjr1aqM,0.473,2,0.352,-3.421,1,Spotify,energetic,Power Hour,0.0917,139.97,4,0.0754
642,0.00208,0.726,202857,0.997,1bT7fiBQ2xtjnzBlbFnxLc,0.649,7,0.0747,-3.897,1,Spotify,energetic,Power Hour,0.107,125.983,4,0.598
643,0.000214,0.558,150996,0.982,0pPUMuFksoTrHXywZYmXi8,0.918,7,0.217,-5.636,1,Spotify,energetic,Power Hour,0.0552,128.015,4,0.207
644,0.0212,0.568,210946,0.815,6Fa2ZuCZ6M7Wje5BFozAXb,0,8,0.275,-2.958,1,Spotify,energetic,Power Hour,0.042,124.027,4,0.373
645,0.00597,0.607,227893,0.861,35wbc52sYF0yAtnXnu2SPB,0.03,8,0.298,-6.629,0,Spotify,energetic,Power Hour,0.0715,127.989,4,0.262
646,0.000619,0.486,218541,0.912,75dtuLXf7uNtQNAGMDIM7k,0.816,0,0.319,-6.211,0,Spotify,energetic,Power Hour,0.0388,136.007,4,0.272
647,0.0199,0.807,147697,0.9,6XTUe2MV0ryeeyr0YuDeul,0.000149,7,0.19,-4.661,1,Spotify,energetic,Power Hour,0.0749,128.063,4,0.574
648,0.00131,0.722,302825,0.822,4Bd1yNEOD5aX6NVU8eLlsa,0.871,6,0.0797,-4.606,0,Spotify,energetic,Power Hour,0.0339,130.001,4,0.0385
649,0.000153,0.49,221057,0.892,6m8h4w72x6eiklwYIs4YSy,0.00192,7,0.317,-6.847,1,Spotify,energetic,Power Hour,0.0325,126.014,4,0.217
650,0.000504,0.535,136055,0.939,3SxAxyeh34rUuWZcR4gzCP,0.155,6,0.318,-5.631,0,Spotify,energetic,Power Hour,0.0551,126.006,4,0.148
651,0.000952,0.806,166452,0.85,7yV8TldM4gyHcDVx64Dd2d,0.58,7,0.0816,-7.923,1,Spotify,energetic,Power Hour,0.0506,124.029,4,0.95
652,0.00019,0.804,189677,0.867,3eteCgeODlWFekAZ0hhrED,0.818,11,0.0804,-7.143,0,Spotify,energetic,Power Hour,0.0423,124,4,0.576
653,0.000508,0.709,341760,0.969,2k11CoTdPRyYpNKjdOXBr6,0.647,0,0.0292,-3.665,0,Spotify,energetic,Power Hour,0.0967,125.037,4,0.894
654,0.00124,0.569,137910,0.995,6VWkAPfYuoGtGgC9zQt5Gn,0.739,2,0.222,-2.332,1,Spotify,energetic,Power Hour,0.0573,150.081,4,0.248
655,0.146,0.77,146400,0.964,3rJ14NfmWLLYZ0xCdithUt,0.282,9,0.148,-2.542,1,Spotify,energetic,Power Hour,0.126,124.962,4,0.488
656,0.000122,0.551,142500,0.973,3yPciJSUc2eiGvwMYFP4Nh,0.605,2,0.0567,-4.267,0,Spotify,energetic,Power Hour,0.0546,128.036,4,0.0801
657,0.000452,0.576,158438,0.977,3482GEXcISrZRWMr0DRRre,0.00045,5,0.163,-3.106,0,Spotify,energetic,Power Hour,0.0392,128.054,4,0.235
658,0.000449,0.642,158500,0.904,15CfptpFnwDrhkWt8JPyfN,0.818,1,0.0141,-5.127,0,Spotify,energetic,Power Hour,0.0501,123.987,4,0.69
659,0.0223,0.568,198717,0.647,4KJWatNf0zOaEfkoZuO0w8,0.000144,1,0.0992,-8.155,0,Spotify,energetic,Power Hour,0.0436,131.981,4,0.156
660,0.00804,0.861,127800,0.864,1AmCHcpHunyou8QLDi4Smh,0.0515,11,0.278,-4.693,0,Spotify,energetic,Power Hour,0.305,126.038,4,0.673
661,0.00829,0.663,211154,0.923,0H8GRYpMkJQeoNddt6j4Kx,0.91,7,0.32,-3.195,1,Spotify,energetic,Power Hour,0.0613,129.964,4,0.394
662,0.0322,0.769,185625,0.995,37pmMCR4KBMXLTZ4uBrLTR,0,2,0.279,-0.57,1,Spotify,energetic,Power Hour,0.265,127.97,4,0.237
663,0.000413,0.751,160164,0.969,7bSk8hmkP54p1Rma8TOssO,0.759,9,0.265,-3.149,1,Spotify,energetic,Power Hour,0.0771,125.984,4,0.214
664,0.00124,0.715,231380,0.883,641bVG01vykqn8c7fjSRPT,0.365,3,0.0928,-6.256,1,Spotify,energetic,Power Hour,0.0496,125.014,4,0.846
665,9.70E-05,0.734,307500,0.86,5TlGJZusGYoMLOroef1SO4,0.876,11,0.0903,-4.458,1,Spotify,energetic,Power Hour,0.039,127.996,4,0.376
666,0.000877,0.349,197190,0.793,1RvDsjCBDTES3lPiEGNNMY,0.431,10,0.22,-6.748,0,Spotify,energetic,Power Hour,0.0677,127.139,4,0.0398
667,0.00119,0.243,235286,0.93,5HLjCUofLLeKaSNatoFnC5,0.898,0,0.197,-8.334,0,Spotify,energetic,Power Hour,0.132,139.945,4,0.036
668,0.000408,0.723,139524,0.759,7pS3mwBEpFuiBQp7nYzybw,0.704,8,0.334,-4.212,1,Spotify,energetic,Power Hour,0.0449,125.966,4,0.405
669,0.00288,0.422,193924,0.957,5RKS3CdNfj8QfqZHkjRMyw,0.766,9,0.108,-3.852,0,Spotify,energetic,Power Hour,0.0458,139.982,4,0.25
670,0.000493,0.552,206769,0.887,0rCeA8skFNbcZetn1mBzAM,0.0333,7,0.494,-4.94,1,Spotify,energetic,Power Hour,0.0421,130.139,4,0.148
671,0.0124,0.609,189524,0.948,7BpYNI9XnablrLe83A1UEM,1.43E-05,2,0.848,-2.507,1,Spotify,energetic,Power Hour,0.0661,126.001,4,0.118
672,0.00274,0.585,137143,0.948,38Rzz4JOpJ6mjoWxEU3gZg,0.525,8,0.416,-2.658,0,Spotify,energetic,Power Hour,0.13,175.11,4,0.478
673,0.024,0.76,161280,0.923,549dYOSNq7Lr7d1w04uzva,0.0235,9,0.248,-4.604,1,Spotify,energetic,Power Hour,0.0463,124.997,4,0.506
674,0.0061,0.508,210572,0.914,5A46DyoGOI7pSMIIZgelu4,0.909,6,0.382,-5.592,0,Spotify,energetic,Power Hour,0.0834,132.018,4,0.149
675,0.149,0.547,220733,0.942,5v26p5syXWqOpAWNzQlZ2E,3.09E-05,1,0.101,-2.334,0,Spotify,energetic,Power Hour,0.142,172.032,4,0.222
676,0.00234,0.664,114375,0.956,3ONrCVkHj8jYuRKcVSQIxH,0.0532,9,0.335,-3.585,1,Spotify,energetic,Power Hour,0.0676,127.943,4,0.566
677,0.00114,0.628,195097,0.987,4nyqcnj3pTl72hFsJCO0S5,0.677,6,0.324,0.427,0,Spotify,energetic,Power Hour,0.184,155.003,4,0.164
678,0.00105,0.826,190041,0.947,2gmjeSpQI7dvGLLcsu6SQq,0.776,4,0.22,-4.554,0,Spotify,energetic,Power Hour,0.0775,122.999,4,0.903
679,0.00653,0.766,222024,0.861,5kKxjvgYv4fNFjoyKU8L6i,0.905,4,0.153,-5.802,0,Spotify,energetic,Power Hour,0.0964,129.974,4,0.512
680,5.06E-05,0.606,191351,0.954,4dB7bla8wMutu4Yq8stA7y,0.929,1,0.109,-7.779,1,Spotify,energetic,Power Hour,0.0356,128.021,4,0.136
681,0.00265,0.776,149444,0.822,10MLHY81Gd0yWbmX6jGWk4,0.0194,10,0.211,-5.619,0,Spotify,energetic,Hype,0.157,134.982,4,0.474
682,0.00453,0.776,209143,0.795,0Vq34fkVd7vE0wV8AofFvF,0,8,0.22,-4.59,1,Spotify,energetic,Hype,0.112,139.989,4,0.344
683,0.00662,0.542,215510,0.953,6UU4Zef2KpHMp8Zhz3XqeJ,0.0059,8,0.693,-3.493,1,Spotify,energetic,Hype,0.123,146.97,4,0.181
684,0.0143,0.735,205246,0.9,1yVSdy4jqzSgzeWgVaXL4p,0.0172,2,0.0611,-3.469,1,Spotify,energetic,Hype,0.0747,145.024,4,0.76
685,0.0366,0.521,211937,0.852,10sVJpsoTxf0CGp9LhSQJU,0,6,0.375,-5.032,0,Spotify,energetic,Hype,0.305,141.102,4,0.531
686,0.0422,0.621,198316,0.863,4JHfB0tPjE38N5KTSaX39I,0,11,0.123,-3.389,0,Spotify,energetic,Hype,0.0913,95.029,4,0.442
687,0.0301,0.734,187204,0.968,0OHITRa9pUZN2As1PEBS0b,0,10,0.163,-3.105,0,Spotify,energetic,Hype,0.0684,150.046,4,0.932
688,0.00808,0.678,185143,0.945,2MKWm1YXp8MRV6JMDPyXp5,0.000557,11,0.342,-2.154,1,Spotify,energetic,Hype,0.13,140.045,4,0.28
689,0.00199,0.731,211875,0.994,6Htonk8eMUz1wodEMKnF7F,0.0927,1,0.255,-0.494,1,Spotify,energetic,Hype,0.133,127.987,4,0.36
690,0.0397,0.787,171810,0.906,3EBqovY8cjouAYyrWRUcFN,0.0229,2,0.269,-3.936,1,Spotify,energetic,Hype,0.125,115.952,4,0.374
691,0.00358,0.691,196246,0.94,0yaW3IyZpg1GRxT3yYJGnt,0.000197,6,0.446,-0.841,1,Spotify,energetic,Hype,0.0577,150.007,4,0.504
692,0.0577,0.633,192017,0.929,7p6GVOfojcPP4rVQ5SZNBY,6.80E-05,0,0.362,-2.596,1,Spotify,energetic,Hype,0.509,150.292,4,0.184
693,0.164,0.696,177600,0.978,5ZO4oQl23MyctAAyMlKUgX,0,2,0.333,-3.168,1,Spotify,energetic,Hype,0.318,75.018,4,0.487
694,0.0126,0.734,186400,0.826,6rv93pYJSTtReQIuwcCYvm,0,11,0.145,-3.151,1,Spotify,energetic,Hype,0.301,149.926,4,0.313
695,0.000314,0.583,135000,0.762,0PSudtFoid6NOhiS01WFmC,0.0181,1,0.153,-3.971,1,Spotify,energetic,Hype,0.047,159.93,4,0.379
696,0.00309,0.618,198400,0.959,5udWL9eGu0qXemjM0n8JBu,0.0311,5,0.101,-2.747,0,Spotify,energetic,Hype,0.1,149.955,4,0.692
697,0.00491,0.71,160000,0.77,76XUckjsHrXw55SValQ9pJ,0,2,0.642,-5.121,1,Spotify,energetic,Hype,0.05,125.977,3,0.314
698,0.00169,0.502,256500,0.981,76I3PmbGZazzNlEwlp1y85,0.5,1,0.154,-1.569,1,Spotify,energetic,Hype,0.0613,150.018,4,0.213
699,0.137,0.72,212571,0.633,49v7kRlVxnwrrJzCRxeRXl,0.00157,5,0.122,-5.212,0,Spotify,energetic,Hype,0.0633,140.027,4,0.634
700,0.0586,0.647,145978,0.709,2QkBSAn7hcxElro2UEI1ux,0,11,0.144,-5.204,1,Spotify,energetic,Hype,0.092,149.922,4,0.353
701,0.0633,0.536,160000,0.987,23hjt7l3gVjOpDTHrLn8aa,0.00253,1,0.188,-1.147,1,Spotify,energetic,Hype,0.35,149.973,4,0.244
702,0.209,0.749,169846,0.803,52YG0wPrGQlmaPIQtG2uxW,0,11,0.769,-5.429,1,Spotify,energetic,Hype,0.0418,130.03,4,0.42
703,0.0685,0.619,195000,0.611,0r0v060GKpseOx3zxy0d2b,8.13E-05,0,0.595,-6.65,1,Spotify,energetic,Hype,0.129,159.987,4,0.311
704,0.125,0.682,192000,0.627,5qXBSsV4uMtyAeL1ZkWPqr,0.00309,7,0.261,-5.481,1,Spotify,energetic,Hype,0.14,129.956,4,0.237
705,0.0468,0.574,237252,0.845,5qKVcFWolHOWPupR077TbN,0.783,8,0.327,-6.58,0,Spotify,energetic,Hype,0.102,164.011,4,0.336
706,0.00124,0.562,225600,0.985,3xBEwwc1zwGpOFtkp5HVkB,0.846,1,0.886,-1.869,1,Spotify,energetic,Hype,0.0716,150.069,4,0.358
707,0.00421,0.468,232105,0.903,0Kaai4pEUw3hmnVHW3R5IW,0,4,0.365,-5.026,0,Spotify,energetic,Hype,0.101,76.101,4,0.366
708,0.00303,0.68,203750,0.988,5qRUEyakcE4cKgxAFrokNm,4.39E-05,3,0.299,-2.579,0,Spotify,energetic,Hype,0.0941,144.03,4,0.176
709,0.302,0.651,195429,0.847,0mz8ZwZ5KwnO122kS4N0IL,1.23E-05,7,0.132,-4.214,0,Spotify,energetic,Hype,0.0822,139.971,4,0.37
710,0.000705,0.516,202967,0.946,7Ea8q10umMLrB2IzEZSk6a,2.73E-05,1,0.11,-4.639,1,Spotify,energetic,Hype,0.347,150.112,4,0.265
711,0.0115,0.571,252800,0.94,60AUuYrFbCBnPvDfofMfVF,0.0128,1,0.583,-3.638,1,Spotify,energetic,Hype,0.092,149.924,4,0.537
712,0.00797,0.665,201598,0.986,7wl9HVFHOGLyd35Zr5VZ2M,0.000297,5,0.237,-1.176,0,Spotify,energetic,Hype,0.121,150.116,4,0.639
713,0.00285,0.654,140800,0.984,3z8zVIoNYehX3v2eYSEWpb,0.854,11,0.375,-3.14,0,Spotify,energetic,Hype,0.083,149.963,4,0.585
714,0.0147,0.744,231969,0.801,47cElLEwnbplOSL5iHeu4o,0.0227,8,0.118,-5.161,1,Spotify,energetic,Hype,0.0841,140.07,4,0.198
715,0.00608,0.848,128000,0.927,653ATn79JFLv4XE5B2A4D2,3.69E-06,2,0.152,-2.93,0,Spotify,energetic,Hype,0.155,149.941,4,0.85
716,0.0016,0.6,198667,0.808,6wY9Z7CF2miFe6YBudoA2k,0.428,11,0.373,-5.636,0,Spotify,energetic,Hype,0.213,180.139,4,0.57
717,0.248,0.798,154880,0.926,7L68liHMwjD8QuNydCfYJ7,0.00121,11,0.0882,-3.896,0,Spotify,energetic,Hype,0.166,99.993,4,0.8
718,0.00831,0.695,233600,0.957,3Jn9sa1NMDRLMnJX1eGpBU,0.00204,4,0.86,-5.473,1,Spotify,energetic,Hype,0.196,74.971,4,0.467
719,0.0184,0.758,133500,0.933,0y2Z6Cz3OFpuHAx7iZNVI3,0.0239,5,0.135,-1.055,0,Spotify,energetic,Hype,0.352,160.085,4,0.828
720,0.0412,0.739,180000,0.76,5kv8bXGdF0WG71Y3WyuVL9,0,0,0.619,-4.076,1,Spotify,energetic,Hype,0.13,139.056,4,0.702
721,0.182,0.499,162975,0.899,2quJfGTjAe7KtJ7o57U9UT,2.15E-06,4,0.126,-3.734,0,Spotify,energetic,Hype,0.307,154.849,4,0.188
