,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,p_creator,p_mood,p_name,speechiness,tempo,time_signature,valence
0,0.00496,0.733,236093,0.899,1uXbwHHfgsXcUKfSZw5ZJ0,4.72E-05,0,0.372,-4.237,1,Spotify,energetic,Working Out Together: HAIM,0.143,127.086,4,0.76
1,0.0108,0.657,212107,0.695,7LP4Es66zdY7CyjepqmvAg,0,2,0.0822,-4.493,1,Spotify,energetic,Working Out Together: HAIM,0.0321,65.997,4,0.683
2,0.0303,0.796,319373,0.867,7yVtuQux71kxcRk99ILX5c,2.82E-06,10,0.134,-9.543,1,Spotify,energetic,Working Out Together: HAIM,0.0309,120.682,4,0.971
3,0.184,0.731,236920,0.738,3L7RtEcu1Hw3OXrpnthngx,0,9,0.214,-8.125,0,Spotify,energetic,Working Out Together: HAIM,0.0377,117.656,4,0.958
4,0.331,0.942,296147,0.641,6aBUnkXuCEQQHAlTokv9or,0.179,7,0.028,-10.15,1,Spotify,energetic,Working Out Together: HAIM,0.0333,114.443,4,0.966
5,0.0908,0.813,236933,0.882,3pEuO9J2MTEmec8kUfYYvl,0.00457,7,0.147,-7.575,1,Spotify,energetic,Working Out Together: HAIM,0.0402,125.983,4,0.874
6,0.107,0.852,279360,0.655,2AnTuxahfcAS7dGxGZnihY,2.07E-05,5,0.137,-11.498,0,Spotify,energetic,Working Out Together: HAIM,0.0645,115.962,4,0.952
7,0.00482,0.498,207307,0.795,0aqRkWPAL9BGCvvdSiXaE9,5.37E-05,5,0.124,-5.992,1,Spotify,energetic,Working Out Together: HAIM,0.0444,172.564,4,0.762
8,0.72,0.629,298933,0.547,75FEaRjZTKLhTrFGsfMUXR,0.00314,10,0.0604,-13.123,0,Spotify,energetic,Working Out Together: HAIM,0.055,108.375,4,0.197
9,0.0135,0.898,226240,0.271,62LJFaYihsdVrrkgUOJC05,0.00138,7,0.0461,-12.238,1,Spotify,energetic,Working Out Together: HAIM,0.091,111.485,4,0.742
10,0.0843,0.811,278627,0.725,0dfQwyoZoS9LgQiU6AJO7f,0.0059,8,0.0567,-7.203,1,Spotify,energetic,Working Out Together: HAIM,0.0491,120.242,4,0.698
11,0.0587,0.678,285973,0.871,3Rc2ajBMInxeNGVkMPC92Y,0.249,6,0.0928,-4.781,1,Spotify,energetic,Working Out Together: HAIM,0.0342,117.029,4,0.28
12,0.39,0.882,161627,0.689,2qG5sZ7Si6sdK74qLxedYM,0.00325,6,0.0501,-4.027,1,Spotify,energetic,Working Out Together: HAIM,0.124,97.963,4,0.746
13,0.155,0.629,247960,0.824,3KliPMvk1EvFZu9cvkj8p1,0.000628,9,0.0651,-6.53,1,Spotify,energetic,Working Out Together: HAIM,0.159,128.01,4,0.852
14,0.0145,0.698,343400,0.912,5yR9u8QiOt8hJaddv32oo7,0.0222,11,0.279,-8.993,1,Spotify,energetic,Working Out Together: HAIM,0.0675,124.916,4,0.797
15,0.567,0.717,246667,0.527,3aAuIvgJGdp4wWd60riWfB,0.00668,9,0.0785,-10.779,1,Spotify,energetic,Working Out Together: HAIM,0.0292,116.288,4,0.731
16,0.0206,0.68,247693,0.894,5osSw3tL07Tuid7AWsvYcc,0,1,0.462,-4.86,1,Spotify,energetic,Working Out Together: HAIM,0.255,94.089,4,0.803
17,0.00543,0.771,230200,0.685,4pmc2AxSEq6g7hPVlJCPyP,0.00157,1,0.0537,-4.639,1,Spotify,energetic,Working Out Together: HAIM,0.0567,88.997,4,0.683
18,0.283,0.757,206627,0.731,0JcgDliDqDac8iOFFRm7tZ,7.67E-05,6,0.0917,-5.704,0,Spotify,energetic,Working Out Together: HAIM,0.0537,120.04,4,0.67
19,0.484,0.63,295293,0.605,5iSEsR6NKjlC9SrIJkyL3k,9.29E-05,0,0.298,-8.951,1,Spotify,energetic,Working Out Together: HAIM,0.0414,115.277,4,0.266
20,0.00129,0.669,240267,0.941,7FoUzKTSQp25oe32pY9z5p,4.30E-06,1,0.886,-5.765,0,Spotify,energetic,Working Out Together: HAIM,0.0313,134.809,4,0.841
21,0.139,0.771,226027,0.658,7CbxeQuHA0uysmwrbuWoSI,0.0111,0,0.117,-6.93,1,Spotify,energetic,Working Out Together: HAIM,0.0721,128.074,4,0.355
22,0.00203,0.914,157440,0.586,2tY1gxCKslfXLFpFofYmJQ,1.58E-06,6,0.0992,-8.435,0,Spotify,energetic,Working Out Together: HAIM,0.33,116.371,4,0.655
23,0.0193,0.611,320357,0.697,0DiWol3AO6WpXZgp0goxAV,0,2,0.332,-8.618,1,Spotify,energetic,Working Out Together: HAIM,0.133,122.752,4,0.476
24,0.0418,0.621,227973,0.885,21RDsw7wzUJNl2FbWTgEfJ,0.492,1,0.133,-6.826,1,Spotify,energetic,Working Out Together: HAIM,0.0473,109.728,4,0.554
25,0.362,0.707,234893,0.538,75DjPjiIp2fvJDjtt41Jfs,0,0,0.317,-5.264,1,Spotify,energetic,Working Out Together: HAIM,0.505,121.732,4,0.439
26,0.126,0.871,234000,0.597,5z7mYFfhw6N6f23VwrokJD,0.000115,5,0.0638,-4.932,0,Spotify,energetic,Working Out Together: HAIM,0.0464,125.999,4,0.635
27,0.0318,0.792,258840,0.77,1M9uq2yCiOhsO6BFozo2OE,0.000194,6,0.122,-4.811,1,Spotify,energetic,Working Out Together: HAIM,0.0392,132.793,4,0.732
28,0.00674,0.707,270200,0.905,6RQnRYot6B3TPZsMbbSJ20,0.0331,5,0.138,-5.534,0,Spotify,energetic,Working Out Together: HAIM,0.0376,116.997,4,0.641
29,0.0153,0.694,231787,0.881,2UVLuddklEVak5PXgC7baA,0.0196,1,0.0851,-4.053,0,Spotify,energetic,Working Out Together: HAIM,0.0701,121.554,4,0.924
30,0.0194,0.702,247600,0.714,75Fgpd6IWXCsMi2wJT8uPo,1.49E-06,2,0.0849,-4.968,1,Spotify,energetic,Working Out Together: HAIM,0.0316,116.719,4,0.607
31,0.482,0.806,198973,0.558,2B7oyUTr2pCsUqPy4bgiYB,0,9,0.0618,-6.46,1,Spotify,energetic,Pumped Pop,0.0683,95.016,4,0.678
32,0.0828,0.732,177670,0.856,2tOOcDDYkh0PSjr6GwPEAJ,0,11,0.323,-2.2,0,Spotify,energetic,Pumped Pop,0.0929,145.034,4,0.771
33,0.0564,0.723,176283,0.726,5IUOU5xkzGHsRFOYNu3GSK,0.000126,1,0.057,-3.835,0,Spotify,energetic,Pumped Pop,0.0472,100.051,4,0.962
34,0.00839,0.852,180645,0.698,4wNIkl5XGiAACjFBlDWuSd,1.03E-06,9,0.0773,-7.206,1,Spotify,energetic,Pumped Pop,0.0629,113.039,4,0.324
35,0.0237,0.676,207133,0.771,3jjujdWJ72nww5eGnfs2E7,7.00E-06,8,0.102,-3.675,1,Spotify,energetic,Pumped Pop,0.0483,99.048,4,0.569
36,0.00103,0.665,157220,0.712,1mpD5Q8IM32I4bF6eCpU74,0.00342,1,0.102,-7.536,1,Spotify,energetic,Pumped Pop,0.0527,93.989,4,0.669
37,0.225,0.591,217653,0.702,05CwHjIk71RXVU40boRMnR,0,7,0.414,-5.59,1,Spotify,energetic,Pumped Pop,0.0289,104.003,4,0.501
38,0.0771,0.59,174444,0.642,36orMWv2PgvnzXsd5CJ0yL,0,7,0.105,-3.87,1,Spotify,energetic,Pumped Pop,0.122,107.356,4,0.651
39,0.00776,0.63,172762,0.633,3Z8FwOEN59mRMxDCtb8N0A,0,4,0.0541,-7.088,1,Spotify,energetic,Pumped Pop,0.0457,93.995,4,0.452
40,0.524,0.692,190800,0.809,6LsAAHotRLMOHfCsSfYCsz,0,2,0.147,-4.198,1,Spotify,energetic,Pumped Pop,0.0602,123.911,4,0.864
41,0.176,0.599,162583,0.733,7COXchtUOMd6uIT6HvmRaI,0,11,0.242,-7.058,1,Spotify,energetic,Pumped Pop,0.203,102.211,4,0.534
42,0.298,0.668,159011,0.892,07Oz5StQ7GRoygNLaXs2pd,0,5,0.735,-3.001,0,Spotify,energetic,Pumped Pop,0.0645,95.927,4,0.478
43,0.44,0.485,200756,0.461,2grAr8pWMuLWn8ZYEE9wDV,0,9,0.232,-5.646,1,Spotify,energetic,Pumped Pop,0.0444,87.009,4,0.324
44,0.215,0.647,172973,0.553,4uNV7GyGEBZzPDdetEEvhS,0,11,0.0728,-6.35,1,Spotify,energetic,Pumped Pop,0.0421,110.949,4,0.272
45,0.00346,0.501,200838,0.674,1fipvP2zmef6vN2IwXfJhY,3.56E-05,5,0.282,-6.363,1,Spotify,energetic,Pumped Pop,0.0408,155.051,4,0.152
46,0.194,0.77,223523,0.882,5PYQUBXc7NYeI1obMKSJK0,0,8,0.316,-4.792,1,Spotify,energetic,Pumped Pop,0.0602,99.991,4,0.385
47,0.145,0.79,181436,0.694,0TrPqhAMoaKUFLR7iYDokf,0.00252,9,0.281,-7.726,0,Spotify,energetic,Pumped Pop,0.0708,103.007,4,0.508
48,0.00791,0.51,226747,0.835,11cDEev79fPKi6uJCjUhu8,0,3,0.219,-4.673,1,Spotify,energetic,Pumped Pop,0.0447,140.024,4,0.435
49,0.123,0.362,180840,0.921,1xK7enJZVdv37fnnxoZlPq,0,1,0.19,-3.815,0,Spotify,energetic,Pumped Pop,0.486,172.191,3,0.529
50,0.0192,0.599,193837,0.887,0rIAC4PXANcKmitJfoqmVm,1.21E-06,4,0.3,-3.967,1,Spotify,energetic,Pumped Pop,0.0984,170.918,4,0.881
51,0.00122,0.623,185787,0.647,7hpJ9tATWb2vztlq99hERP,0,8,0.354,-5.438,1,Spotify,energetic,Pumped Pop,0.04,107.987,4,0.522
52,0.268,0.669,201072,0.801,4PkIDTPGedm0enzdvilLNd,0,8,0.0594,-5.445,1,Spotify,energetic,Pumped Pop,0.136,109.919,4,0.541
53,0.073,0.662,191786,0.823,5NeFmsnXBy6xVbz8pesM5l,0,9,0.0833,-4.7,1,Spotify,energetic,Pumped Pop,0.0971,118.958,4,0.435
54,0.0651,0.539,199227,0.651,6LKYeyLt4G4SlZ6OJwFhVS,0,1,0.0662,-5.304,1,Spotify,energetic,Pumped Pop,0.0432,105.159,4,0.474
55,0.16,0.581,205787,0.76,1vsQb8n0icvMsFnL9663LM,0,0,0.183,-3.962,1,Spotify,energetic,Pumped Pop,0.0406,104.099,4,0.523
56,0.128,0.778,185093,0.559,7aiClxsDWFRQ0Kzk5KI5ku,0,6,0.399,-7.109,0,Spotify,energetic,Pumped Pop,0.0776,129.989,1,0.678
57,0.535,0.752,197437,0.505,1wjzFQodRWrPcQ0AnYnvQ9,2.55E-06,9,0.104,-7.621,1,Spotify,energetic,Pumped Pop,0.253,91.97,4,0.419
58,0.443,0.774,191935,0.45,7tDqtZnEQcgAE92mEMtgnF,3.28E-05,11,0.127,-6.86,1,Spotify,energetic,Pumped Pop,0.0896,90.055,4,0.648
59,0.12,0.294,209893,0.505,6wo37KVqFJhtuxPTpLCcfe,0,3,0.0977,-8.106,1,Spotify,energetic,Pumped Pop,0.042,85.332,1,0.357
60,0.00838,0.769,171387,0.678,29fRTIKsJhLUJoldM89GZS,0,2,0.0596,-5.604,1,Spotify,energetic,Pumped Pop,0.0507,85.025,4,0.706
61,0.289,0.46,220396,0.8,4NSW0Km5ZG60L8FthUebPJ,6.16E-06,1,0.121,-3.584,1,Spotify,energetic,Pumped Pop,0.05,102.46,4,0.553
62,0.423,0.665,190932,0.699,5tAa8Uaqr4VvA3693mbIhU,0,11,0.0969,-5.265,1,Spotify,energetic,Pumped Pop,0.0578,124.896,4,0.585
63,0.0329,0.72,171898,0.658,75ylrnob5O80WTKi9ugZ1Z,0.0302,2,0.123,-7.414,1,Spotify,energetic,Pumped Pop,0.0446,98.001,4,0.134
64,0.0427,0.842,181040,0.734,4y3OI86AEP6PQoDE6olYhO,0,1,0.106,-5.065,0,Spotify,energetic,Pumped Pop,0.0588,137.958,4,0.952
65,0.145,0.547,186805,0.795,35MKhw2YBKApmD7fAnPERC,0,8,0.11,-3.721,1,Spotify,energetic,Pumped Pop,0.0489,118.118,4,0.723
66,0.0125,0.794,183290,0.793,6WrI0LAC5M1Rw2MnX2ZvEg,0,11,0.0952,-4.521,0,Spotify,energetic,Pumped Pop,0.0842,123.941,4,0.677
67,0.0304,0.584,226321,0.685,314ZkcV7oLWG8yWE7LABvH,0,7,0.189,-7.811,1,Spotify,energetic,Pumped Pop,0.425,97.551,4,0.345
68,0.0339,0.927,186595,0.573,0o6NlHNV7Tet6yh9BC6BGd,0.000179,8,0.1,-5.804,1,Spotify,energetic,Pumped Pop,0.0491,114.994,4,0.767
69,0.22,0.685,213511,0.742,2Fn4gZI3MAeWTiv7cSVxZQ,0,8,0.185,-5.409,1,Spotify,energetic,Pumped Pop,0.0471,115.008,4,0.618
70,0.0128,0.643,216668,0.594,6pooRNiLyYpxZeIA5kJ5EX,0,2,0.118,-5.453,1,Spotify,energetic,Pumped Pop,0.0318,144.033,4,0.442
71,0.0122,0.552,215737,0.623,2j9YmQRxtjuVwb4XN95oT8,0.0123,6,0.106,-5.766,1,Spotify,energetic,Pumped Pop,0.0532,177.973,4,0.616
72,0.353,0.71,179093,0.676,1X8mgsS7R6lcKLjDPeQWum,1.62E-05,0,0.172,-7.57,1,Spotify,energetic,Pumped Pop,0.332,105.025,4,0.471
73,0.0137,0.577,169667,0.833,22oEJW6r2rMb9z4IntfyEa,0,5,0.121,-3.337,1,Spotify,energetic,Pumped Pop,0.0695,107.936,4,0.58
74,0.0946,0.647,169092,0.68,3zzrKCO0OA85eemnlQnQ7c,0.000351,6,0.085,-6.227,0,Spotify,energetic,Pumped Pop,0.253,115.934,4,0.678
75,0.246,0.691,182668,0.538,1pBO9JDqh1y3TbCKEO1OvG,0.163,0,0.178,-9.952,1,Spotify,energetic,Pumped Pop,0.103,99.972,4,0.329
76,0.316,0.636,214040,0.782,12x0zQ2X70OVWsM5X4pg2z,6.36E-06,0,0.15,-5.489,1,Spotify,energetic,Pumped Pop,0.0502,96.941,4,0.257
77,0.0912,0.798,219947,0.675,0hVXuCcriWRGvwMV1r5Yn9,0,6,0.0894,-5.041,1,Spotify,energetic,Pumped Pop,0.0442,101.956,4,0.842
78,0.44,0.71,226003,0.808,6XXYdF6pJR1K3wKvuxmu7n,0.000773,2,0.0734,-6.703,0,Spotify,energetic,Pumped Pop,0.0433,99.989,4,0.392
79,0.102,0.6,193176,0.666,5MvLsT03RBp67RLoeISCdl,0,11,0.118,-9.827,1,Spotify,energetic,Pumped Pop,0.0394,99.989,4,0.566
80,0.0969,0.574,182623,0.758,5JEx7HbmvHQQswJCsoo9rA,0,1,0.395,-5.029,0,Spotify,energetic,Pumped Pop,0.0621,144.111,4,0.492
81,0.018,0.724,170746,0.491,3yOlyBJuViE2YSGn3nVE1K,1.29E-05,8,0.0887,-6.024,1,Spotify,energetic,Pumped Pop,0.0296,105.046,4,0.383
82,0.329,0.686,197876,0.693,3eS1VMcEmq2IUgpaeDysCb,0,0,0.136,-6.245,0,Spotify,energetic,Pumped Pop,0.131,124.206,4,0.699
83,0.1,0.569,188664,0.726,776xH04Us0YBTdspg6C1cP,0,4,0.244,-5.343,1,Spotify,energetic,Pumped Pop,0.178,185.946,4,0.373
84,0.305,0.863,223480,0.631,4nK5YrxbMGZstTLbvj6Gxw,3.04E-05,7,0.123,-4.689,1,Spotify,energetic,Pumped Pop,0.0534,128.977,4,0.817
85,0.108,0.657,186223,0.768,6kls8cSlUyHW2BUOkDJIZE,0,8,0.144,-4.628,1,Spotify,energetic,Pumped Pop,0.0507,75.025,4,0.759
86,0.0823,0.73,218948,0.732,1Y9cAYTmyWJCcmfqdG2I29,0,8,0.0757,-2.556,1,Spotify,energetic,Pumped Pop,0.0366,112.058,4,0.546
87,0.121,0.794,183067,0.728,3frUvGrmGcay91lvFbOgsN,8.82E-06,1,0.227,-6.759,1,Spotify,energetic,Pumped Pop,0.114,105.024,4,0.36
88,0.0638,0.755,200400,0.631,4yJiXq86uM56uIfIZgE440,0,7,0.0929,-6.128,1,Spotify,energetic,Pumped Pop,0.0261,100.026,4,0.881
89,0.458,0.651,236765,0.693,7pWK1kMgHy5lNNiIfuRbkP,0,4,0.335,-4.722,1,Spotify,energetic,Pumped Pop,0.0375,118.97,4,0.392
90,0.156,0.759,158900,0.605,0mjAU3yKR1QnXnHtjGJqTM,0,7,0.694,-7.737,1,Spotify,energetic,Pumped Pop,0.0433,121.049,4,0.64
91,0.0706,0.676,237735,0.609,5yY9lUy8nbvjM1Uyo1Uqoc,0,2,0.152,-5.831,0,Spotify,energetic,Power Workout,0.481,142.037,4,0.508
92,0.392,0.809,180435,0.545,3QzAOrNlsabgbMwlZt7TAY,0,7,0.151,-6.678,1,Spotify,energetic,Power Workout,0.0735,97.008,4,0.244
93,0.017,0.923,139741,0.604,3Q6F8RByyhRTJpRtZLY3cg,0,11,0.272,-6.671,0,Spotify,energetic,Power Workout,0.245,145.062,4,0.826
94,0.207,0.774,162547,0.554,6wJYhPfqk3KGhHRG76WzOh,0,0,0.132,-7.909,1,Spotify,energetic,Power Workout,0.0383,99.034,4,0.349
95,0.189,0.769,159715,0.787,6Ozh9Ok6h4Oi1wUSLtBseN,0,11,0.129,-3.909,1,Spotify,energetic,Power Workout,0.367,126.77,4,0.836
96,0.101,0.831,205427,0.502,5ry2OE6R2zPQFDO85XkgRb,0,10,0.122,-4.045,0,Spotify,energetic,Power Workout,0.046,100.541,4,0.101
97,0.269,0.831,220487,0.499,07KXEDMj78x68D884wgVEm,0,11,0.3,-8.442,0,Spotify,energetic,Power Workout,0.114,97.956,4,0.511
98,0.0546,0.598,175721,0.427,3eekarcy7kvN4yt5ZFzltW,5.83E-06,7,0.21,-8.764,0,Spotify,energetic,Power Workout,0.0317,76.469,4,0.0605
99,0.0177,0.882,183011,0.602,598yNsG1JFrGd4n2kMoz7F,0,11,0.178,-5.554,1,Spotify,energetic,Power Workout,0.245,142.959,4,0.43
100,0.113,0.768,144935,0.652,0fySG6A6qLE8IvDpayb5bM,0,1,0.107,-2.708,0,Spotify,energetic,Power Workout,0.307,154.187,4,0.777
101,0.259,0.889,180522,0.496,2IRZnDFmlqMuOrYOLnZZyc,0,4,0.252,-6.365,0,Spotify,energetic,Power Workout,0.0905,86.003,4,0.544
102,0.104,0.896,196653,0.586,0nbXyq5TXYPCO7pr3N8S4I,0,10,0.79,-6.687,0,Spotify,energetic,Power Workout,0.0559,116.971,4,0.642
103,0.188,0.845,279907,0.631,56AMYGJzxBO6p8v0wEe9de,0,7,0.0806,-8.206,0,Spotify,energetic,Power Workout,0.216,111.983,4,0.545
104,0.0236,0.775,234627,0.72,3kW4z2pIj5VY5fLjBrMRL5,0,11,0.114,-5.353,0,Spotify,energetic,Power Workout,0.193,155.086,4,0.49
105,0.0957,0.97,142417,0.463,5MPPttjfGap2C6j6eKcO6J,0,10,0.151,-7.259,1,Spotify,energetic,Power Workout,0.366,108.003,4,0.46
106,0.519,0.651,154424,0.631,3VyjsVV24RmBIbWJAeUJNu,0.000579,6,0.165,-5.717,0,Spotify,energetic,Power Workout,0.0896,127.994,4,0.35
107,0.144,0.929,132024,0.7,2ZrAjMSmlbDIil0JaVgTHh,0,0,0.349,-5.595,0,Spotify,energetic,Power Workout,0.0906,120.009,4,0.802
108,0.233,0.716,165978,0.537,39Yp9wwQiSRIDOvrVg7mbk,0,0,0.157,-7.648,0,Spotify,energetic,Power Workout,0.0514,129.979,4,0.28
109,0.0252,0.843,155497,0.741,55CHeLEfn5iJ0IIkgaa4si,0,11,0.096,-5.609,1,Spotify,energetic,Power Workout,0.334,168.983,4,0.68
110,0.0303,0.91,238613,0.404,7bKCapbOEqPzxkgNfshmj2,0.00743,7,0.103,-8.134,1,Spotify,energetic,Power Workout,0.141,154.99,4,0.456
111,0.323,0.562,224000,0.502,0UPBidRYcgJ2mjZlk08V8x,0,6,0.0757,-10.269,0,Spotify,energetic,Power Workout,0.255,120.104,1,0.322
112,0.00202,0.966,173926,0.563,7EAaSaj1OgZgMX5yZyFXFC,0,8,0.105,-5.764,1,Spotify,energetic,Power Workout,0.0618,104.991,4,0.363
113,0.00513,0.834,312820,0.73,2xLMifQCjDGFmkHkpNLD9h,0,8,0.124,-3.714,1,Spotify,energetic,Power Workout,0.222,155.008,4,0.446
114,0.0327,0.881,198913,0.457,2Ec33AVlkTTq8BHFgBTdQs,0,7,0.231,-8.191,0,Spotify,energetic,Power Workout,0.156,136.97,4,0.296
115,0.035,0.964,142273,0.346,6vN77lE9LK6HP2DewaN6HZ,0,5,0.108,-9.309,0,Spotify,energetic,Power Workout,0.53,119.958,4,0.562
116,0.517,0.819,188563,0.654,733c1CWmIGymoQXdp7Us88,0,11,0.0996,-6.665,0,Spotify,energetic,Power Workout,0.136,133.503,4,0.455
117,0.0236,0.884,232959,0.559,5IaHrVsrferBYDm0bDyABy,0,0,0.101,-7.442,1,Spotify,energetic,Power Workout,0.12,97.994,4,0.342
118,0.0847,0.841,243837,0.728,6gBFPUFcJLzWGx4lenP6h2,0,7,0.149,-3.37,1,Spotify,energetic,Power Workout,0.0484,130.049,4,0.43
119,0.0409,0.911,156882,0.637,75dLEqanQTupF3dtP9exT5,3.68E-05,8,0.238,-8.381,1,Spotify,energetic,Power Workout,0.447,149.996,4,0.66
120,0.0408,0.907,150115,0.539,3yIfEnGku3jurcgBVO6dOF,0,4,0.253,-7.782,1,Spotify,energetic,Power Workout,0.36,124.916,4,0.664
121,0.177,0.83,129882,0.564,5FkoSXiJPKTNyYgALRJFhD,0,1,0.128,-7.822,1,Spotify,energetic,Power Workout,0.235,85.042,4,0.107
122,0.00181,0.84,155913,0.692,0WLhJ2NBuZHuoHY8pLVHJ0,0,8,0.344,-5.399,1,Spotify,energetic,Power Workout,0.0356,100.046,4,0.145
123,0.0827,0.893,161377,0.618,0lSZh5W0wDeurkGzLYY6hf,0,7,0.542,-4.425,0,Spotify,energetic,Power Workout,0.112,119.099,4,0.389
124,0.0145,0.915,170947,0.556,4dZTZbmJBCCofAExHwefda,0.000179,1,0.0733,-8.601,1,Spotify,energetic,Power Workout,0.216,148.964,4,0.67
125,0.0512,0.907,188048,0.765,09TZsMHXEtQkdmMJZPLKup,0,4,0.153,-7.043,1,Spotify,energetic,Power Workout,0.426,142.992,4,0.896
126,0.0174,0.823,205760,0.552,2u3EyuCqqV31woqGvO9LBz,0,4,0.122,-7.57,0,Spotify,energetic,Power Workout,0.324,124.038,4,0.418
127,0.00534,0.95,183527,0.59,2GGMabyHXnJmjY6CXhhB2e,0,8,0.11,-6.508,0,Spotify,energetic,Power Workout,0.29,130.003,4,0.219
128,0.0115,0.823,174067,0.476,3RZftiuTcLOqpsd8ZlwNhr,0,7,0.213,-8.951,1,Spotify,energetic,Power Workout,0.242,144.998,4,0.353
129,0.202,0.961,207640,0.461,0PXukVbYpvz40KcEFKnIw7,0.00402,9,0.162,-8.684,1,Spotify,energetic,Power Workout,0.27,108.028,4,0.324
130,0.0579,0.802,172196,0.82,6YfTl5YupXOQBKiJJLrxcw,0,10,0.149,-5.969,0,Spotify,energetic,Power Workout,0.146,164.005,4,0.613
131,0.00438,0.933,174067,0.556,0HIj0uo7zaFIpkzUIkDlmL,0,9,0.114,-6.115,1,Spotify,energetic,Power Workout,0.216,106.01,4,0.504
132,0.0167,0.938,158332,0.638,3A2yGHWIzmGEIolwonU69h,0,8,0.111,-4.713,1,Spotify,energetic,Power Workout,0.189,97.075,4,0.313
133,0.0515,0.861,228654,0.637,7l3E7lcozEodtVsSTCkcaA,3.35E-06,8,0.0967,-5.692,0,Spotify,energetic,Power Workout,0.24,98.044,4,0.474
134,0.0326,0.874,144098,0.635,6ZBqCuo8fUGSZJGYR9LNwL,0,8,0.0676,-6.703,1,Spotify,energetic,Power Workout,0.164,102.022,4,0.369
135,0.0332,0.754,198973,0.449,6DCZcSspjsKoFjzjrWoCdn,8.29E-05,7,0.552,-9.211,1,Spotify,energetic,Power Workout,0.109,77.169,4,0.357
136,0.0408,0.86,225920,0.507,7cyeGclH71MayOuQ7qtLFl,6.15E-06,0,0.14,-5.776,0,Spotify,energetic,Power Workout,0.369,85.005,4,0.15
137,0.0439,0.875,191436,0.541,5uwf43E8QHEcDONhf8EI27,0,2,0.309,-6.388,0,Spotify,energetic,Power Workout,0.365,84.009,4,0.544
138,0.022,0.818,222600,0.636,1R11kvkIH0Y9CfGf7X4v58,0,5,0.0865,-7.812,0,Spotify,energetic,Power Workout,0.344,139.885,4,0.651
139,0.14,0.697,122853,0.685,5fuz3apTO0JuTErm53CGXf,0,7,0.0824,-7.005,1,Spotify,energetic,Power Workout,0.0712,94.06,4,0.808
140,0.177,0.73,230387,0.816,5R9k9x85lAYbamdUoKAJvj,1.23E-05,7,0.415,-5.402,1,Spotify,energetic,Power Workout,0.304,142.054,4,0.803
141,0.392,0.809,180435,0.545,3QzAOrNlsabgbMwlZt7TAY,0,7,0.151,-6.678,1,Spotify,energetic,Locked In,0.0735,97.008,4,0.244
142,0.0706,0.676,237735,0.609,5yY9lUy8nbvjM1Uyo1Uqoc,0,2,0.152,-5.831,0,Spotify,energetic,Locked In,0.481,142.037,4,0.508
143,0.017,0.923,139741,0.604,3Q6F8RByyhRTJpRtZLY3cg,0,11,0.272,-6.671,0,Spotify,energetic,Locked In,0.245,145.062,4,0.826
144,0.0167,0.938,158332,0.638,3A2yGHWIzmGEIolwonU69h,0,8,0.111,-4.713,1,Spotify,energetic,Locked In,0.189,97.075,4,0.313
145,0.0247,0.796,200107,0.586,7DcvwMAiqKJQD1rrdfxSDx,0,4,0.132,-6.946,0,Spotify,energetic,Locked In,0.147,97.981,4,0.179
146,0.189,0.769,159715,0.787,6Ozh9Ok6h4Oi1wUSLtBseN,0,11,0.129,-3.909,1,Spotify,energetic,Locked In,0.367,126.77,4,0.836
147,0.101,0.831,205427,0.502,5ry2OE6R2zPQFDO85XkgRb,0,10,0.122,-4.045,0,Spotify,energetic,Locked In,0.046,100.541,4,0.101
148,0.207,0.774,162547,0.554,6wJYhPfqk3KGhHRG76WzOh,0,0,0.132,-7.909,1,Spotify,energetic,Locked In,0.0383,99.034,4,0.349
149,0.104,0.896,196653,0.586,0nbXyq5TXYPCO7pr3N8S4I,0,10,0.79,-6.687,0,Spotify,energetic,Locked In,0.0559,116.971,4,0.642
150,0.0153,0.581,189487,0.662,1wJRveJZLSb1rjhnUHQiv6,0,9,0.111,-5.239,1,Spotify,energetic,Locked In,0.303,93.023,4,0.434
151,0.149,0.837,213594,0.364,2JvzF1RMd7lE3KmFlsyZD8,0,8,0.271,-11.713,1,Spotify,energetic,Locked In,0.276,123.984,4,0.463
152,0.063,0.855,193027,0.651,5Z8HZM6iQMhhqyPcCGY5g9,0,0,0.0772,-8.044,0,Spotify,energetic,Locked In,0.235,111.997,4,0.559
153,0.321,0.834,247059,0.454,127QTOFJsJQp5LbJbu3A1y,6.15E-06,1,0.114,-9.75,0,Spotify,energetic,Locked In,0.201,81.618,4,0.837
154,0.0794,0.816,136366,0.582,2FvD20Z8aoWIePi7PoN8sG,5.84E-06,8,0.0916,-4.141,1,Spotify,energetic,Locked In,0.341,160.004,4,0.542
155,0.189,0.883,174100,0.525,2zjGJ0dChMR0KxBZS15aqo,0,2,0.0971,-8.054,0,Spotify,energetic,Locked In,0.0633,99.978,4,0.312
156,0.0687,0.474,189323,0.631,6Gg1gjgKi2AK4e0qzsR7sd,0,5,0.132,-5.884,0,Spotify,energetic,Locked In,0.343,180.051,4,0.425
157,0.233,0.716,165978,0.537,39Yp9wwQiSRIDOvrVg7mbk,0,0,0.157,-7.648,0,Spotify,energetic,Locked In,0.0514,129.979,4,0.28
158,0.259,0.889,180522,0.496,2IRZnDFmlqMuOrYOLnZZyc,0,4,0.252,-6.365,0,Spotify,energetic,Locked In,0.0905,86.003,4,0.544
