,p_mood,p_creator,p_name,pitch_mean,pitch_variance,timbre_mean,timbre_variance,intensity_mean,intensity_variance,rhythm_mean,rhythm_variance
1002,energetic,Spotify,Workout Hits,0.330700397,0.082206003,12.80187103,0.082206003,-22.64530952,90.79531846,0.23995736,0.006413042
1003,energetic,Spotify,Workout Hits,0.262597222,0.094382527,10.37865476,0.094382527,-19.1555,48.24959372,0.31906792,9.32E-06
1004,energetic,Spotify,Workout Hits,0.220244048,0.086182773,3.827934524,0.086182773,-27.98416667,62.47177307,0.2777412,1.83E-05
1005,energetic,Spotify,Workout Hits,0.274803571,0.094585371,14.32673611,0.094585371,-20.50980952,176.0259685,0.22222212,2.45E-06
1006,energetic,Spotify,Workout Hits,0.297244048,0.087542547,5.541894841,0.087542547,-26.87021429,185.3185566,0.28150992,0.008909444
1007,energetic,Spotify,Workout Hits,0.308761905,0.086318408,20.64877579,0.086318408,-15.57478571,140.0733686,0.23079972,3.59E-06
1008,energetic,Spotify,Workout Hits,0.252097222,0.098435583,14.9781131,0.098435583,-21.835,127.2516489,0.24394816,2.27E-06
1009,energetic,Spotify,Workout Hits,0.28085119,0.102086123,12.27652381,0.102086123,-22.00666667,153.5082485,0.23788548,8.33E-06
1010,energetic,Spotify,Workout Hits,0.26053373,0.107140257,-5.145079365,0.107140257,-21.54857143,92.91808903,0.23999212,8.58E-07
1011,energetic,Spotify,Workout Hits,0.38815873,0.084112126,22.92764683,0.084112126,-24.42230952,80.70189485,0.23808772,1.18E-05
1012,energetic,Spotify,Workout Hits,0.250755952,0.08160939,-2.926126984,0.08160939,-23.17247619,118.6800904,0.24194116,1.43E-06
1013,energetic,Spotify,Workout Hits,0.234626984,0.090053232,-8.347277778,0.090053232,-27.73038095,106.4318647,0.24386456,5.34E-06
1014,energetic,Spotify,Workout Hits,0.244998016,0.092584614,2.124061508,0.092584614,-22.22180952,30.04500748,0.27420684,3.08E-05
1015,energetic,Spotify,Workout Beats,0.297244048,0.087542547,5.541894841,0.087542547,-26.87021429,185.3185566,0.28150992,0.008909444
1016,energetic,Spotify,Workout Beats,0.242261905,0.096073848,-3.659996032,0.096073848,-25.03592857,120.3036534,0.30588326,3.00E-06
1017,energetic,Spotify,Workout Beats,0.284797619,0.089767291,2.253753968,0.089767291,-22.12245238,64.61374538,0.28851324,2.29E-06
1018,energetic,Spotify,Workout Beats,0.271061508,0.087777135,12.75649603,0.087777135,-27.65452381,180.5565623,0.2437282,3.67E-06
1019,energetic,Spotify,Workout Beats,0.323142857,0.091085665,4.228039683,0.091085665,-20.96519048,97.41626318,0.25262852,1.34E-05
1020,energetic,Spotify,Workout Beats,0.251420635,0.101854837,-3.136152778,0.101854837,-25.74442857,89.13117406,0.2422972,2.14E-05
1021,energetic,Spotify,Workout Beats,0.581293651,0.067392073,23.23118452,0.067392073,-36.63945238,102.3106462,0.3194568,8.41E-06
1022,energetic,Spotify,Workout Beats,0.288367063,0.093286945,7.356674603,0.093286945,-20.04780952,109.0577074,0.35003144,0.000273872
1023,energetic,Spotify,Workout Beats,0.238702381,0.08622011,-0.410138889,0.08622011,-23.95121429,36.37796783,0.2520924,3.59E-06
1024,energetic,Spotify,Workout Beats,0.247964286,0.085766571,-3.872878968,0.085766571,-29.60261905,44.64557639,0.20832168,2.88E-06
1025,energetic,Spotify,Workout Beats,0.259464286,0.100875482,11.44309127,0.100875482,-24.63502381,127.4799873,0.24734,2.36E-05
1026,energetic,Spotify,Workout Beats,0.27628373,0.082694919,2.095452381,0.082694919,-26.29497619,116.5393266,0.24768544,5.69E-06
1027,energetic,Spotify,Workout Beats,0.284849206,0.096278176,4.504803571,0.096278176,-27.37119048,182.9315188,0.27259952,3.17E-06
1028,energetic,Spotify,Workout Beats,0.310470238,0.098081271,7.591077381,0.098081271,-27.42838095,293.8338256,0.2417468,3.22E-06
1029,energetic,Spotify,Workout Beats,0.218742063,0.084071739,-4.256640873,0.084071739,-22.3437619,83.7680238,0.28840496,1.06E-05
1030,energetic,Spotify,Workout Beats,0.270224206,0.087718691,5.538281746,0.087718691,-27.76580952,100.0166549,0.28844396,9.35E-07
1031,energetic,Spotify,Workout Beats,0.19215873,0.087800512,-9.898720238,0.087800512,-43.00583333,20.53814224,0.1613138,1.45E-06
1032,energetic,Spotify,Workout Beats,0.241279762,0.092690778,16.03189881,0.092690778,-16.40061905,125.0201388,0.28866156,5.37E-06
1033,energetic,Spotify,Workout Beats,0.209859127,0.089343441,-0.236974206,0.089343441,-21.63616667,49.39833297,0.2381218,1.13E-06
1034,energetic,Spotify,Workout Beats,0.285470238,0.090139466,0.641293651,0.090139466,-20.94083333,109.6301209,0.23998756,3.59E-06
1035,energetic,Spotify,Workout Beats,0.294,0.087237857,17.04534127,0.087237857,-23.94733333,99.28895228,0.28304744,1.24E-06
1036,energetic,Spotify,Workout Beats,0.275220238,0.090311484,13.36750198,0.090311484,-26.7955,149.3475155,0.28577624,7.01E-06
1037,energetic,Spotify,Workout Beats,0.249293651,0.0875635,18.12477183,0.0875635,-28.51535714,244.8608988,0.2057562,0.001742169
1038,energetic,Spotify,Workout Beats,0.243646825,0.093987728,1.14506746,0.093987728,-36.11330952,162.8097958,0.20547676,1.89E-06
1039,energetic,Spotify,Workout Beats,0.285184524,0.089903308,4.240482143,0.089903308,-19.65390476,120.1129277,0.25000352,3.57E-06
1040,energetic,Spotify,Workout Beats,0.271136905,0.085284711,2.21972619,0.085284711,-24.76369048,163.5445713,0.31186808,1.52E-05
1041,energetic,Spotify,Workout Beats,0.241730159,0.092430448,9.21072619,0.092430448,-27.22347619,133.5457358,0.24579212,1.36E-06
1042,energetic,Spotify,Workout Beats,0.268994048,0.088047004,5.921444444,0.088047004,-15.89202381,50.80295144,0.23951944,1.56E-05
1043,energetic,Spotify,Workout Beats,0.286970238,0.084682959,-2.307204365,0.084682959,-24.50421429,83.6760251,0.24789228,1.54E-05
1044,energetic,Spotify,Workout Beats,0.327992063,0.094908127,6.177875,0.094908127,-22.04480952,110.3392498,0.24591408,1.40E-06
1045,energetic,Spotify,Workout Beats,0.26272619,0.109669615,-3.523654762,0.109669615,-41.34169048,208.0440213,0.1685526,8.14E-07
1046,energetic,Spotify,Workout Beats,0.370083333,0.097120295,-2.293498016,0.097120295,-22.8077381,74.90874956,0.23864712,9.83E-06
1047,energetic,Spotify,Workout Beats,0.285686508,0.093158506,-14.88622222,0.093158506,-33.89930952,70.04658754,0.26712184,1.83E-05
1048,energetic,Spotify,Workout Beats,0.230621032,0.097239512,9.245690476,0.097239512,-19.52771429,99.7034544,0.17537784,1.14E-06
1049,energetic,Spotify,Workout Beats,0.288503968,0.096806262,12.79275397,0.096806262,-27.79430952,103.055433,0.24592852,1.41E-06
1050,energetic,Spotify,Workout Beats,0.325734127,0.094232609,-11.27522817,0.094232609,-27.7222381,47.70273467,0.20000112,4.21E-06
1051,energetic,Spotify,Workout Beats,0.260831349,0.087795313,8.736906746,0.087795313,-26.12897619,161.0937712,0.24586832,3.43E-06
1052,energetic,Spotify,Workout Beats,0.311916667,0.101859914,6.803990079,0.101859914,-27.3562619,113.5057695,0.29413936,1.01E-06
1053,energetic,Spotify,Workout Beats,0.366123016,0.082328307,0.721021825,0.082328307,-19.90519048,82.16687162,0.24592304,4.04E-06
1054,energetic,Spotify,Workout Beats,0.195869048,0.08051949,-1.253242063,0.08051949,-29.1457381,84.29586981,0.24593344,2.01E-06
1055,energetic,Spotify,Workout Beats,0.328015873,0.088166322,-15.99059325,0.088166322,-32.81395238,113.9755411,0.26319716,4.46E-06
1056,energetic,Spotify,Workout Beats,0.265448413,0.097046872,-4.623353175,0.097046872,-27.02152381,132.1266779,0.16244576,2.10E-06
1057,energetic,Spotify,Workout Beats,0.28990873,0.095294858,3.309412698,0.095294858,-24.07780952,73.69153323,0.28611616,4.34E-06
