,song_id,p_mood,p_creator,p_name,pitch_mean,pitch_variance,timbre_mean,timbre_variance,intensity_mean,intensity_variance,rhythm_mean,rhythm_variance
581,6fzT47368VL6jNBWNtFavQ,energetic,Spotify,Power Hour,0.302573413,0.088052921,13.50507143,0.088052921,-17.42592857,72.16936534,0.2380632,1.03E-06
582,6ZMxTyjFP2Ow76IpGfuIPA,energetic,Spotify,Power Hour,0.294073413,0.099938661,0.600916667,0.099938661,-19.43778571,54.76532129,0.23436812,0.006118506
583,3Fq6VxAyc9dIxlH0P5UJ4O,energetic,Spotify,Power Hour,0.302257937,0.086681257,-2.415759921,0.086681257,-24.68495238,25.08561946,0.2343898,1.12E-06
584,7bSk8hmkP54p1Rma8TOssO,energetic,Spotify,Power Hour,0.26225,0.078070657,1.946311508,0.078070657,-14.77666667,3.773777008,0.23857676,4.20E-06
585,4IwENtzjW79sF5wNGSdnqe,energetic,Spotify,Power Hour,0.38893254,0.130088624,-14.10902976,0.130088624,-32.28197619,63.20910641,0.15156872,1.64E-05
586,17qxUEzUX5N4N2WMfKVnD5,energetic,Spotify,Power Hour,0.275543651,0.098075227,1.492293651,0.098075227,-22.10766667,109.8221874,0.2385608,4.58E-06
587,3aPs08WV6094S2T4NEV4yL,energetic,Spotify,Power Hour,0.537214286,0.078872141,9.17810119,0.078872141,-11.93047619,123.7273737,0.237929958,5.62E-06
588,45q8AiHpCIB6iEXXHFffws,energetic,Spotify,Power Hour,0.289678571,0.085569936,3.389603175,0.085569936,-18.63397619,12.30875963,0.23807132,3.84E-07
589,4mwgVzuCQd203cx0JH8BYF,energetic,Spotify,Power Hour,0.469801587,0.072012462,11.42095238,0.072012462,-16.94983333,50.86061648,0.2403696,4.63E-06
590,1jTWXkeqhou44WtPcUACjH,energetic,Spotify,Power Hour,0.216668651,0.085223554,29.24349603,0.085223554,-20.44219048,52.75488689,0.22034324,7.82E-06
591,1sBWIYYhcXxy1fh64LoQJ5,energetic,Spotify,Power Hour,0.403821429,0.11419734,7.920609127,0.11419734,-15.30192857,8.346908068,0.23904604,1.17E-05
592,0IuWXgVgQniBDe7LwduK3a,energetic,Spotify,Power Hour,0.377039683,0.081540348,11.03261111,0.081540348,-9.957119048,93.38385908,0.23760864,4.18E-06
593,5Lnc9KcH5LP5TSrik37s70,energetic,Spotify,Power Hour,0.302859127,0.101099692,3.662690476,0.101099692,-22.88059524,122.2071424,0.23843056,9.05E-06
594,5yDgKimQob1vO7lUGqdxSn,energetic,Spotify,Power Hour,0.366690476,0.117778194,0.695978175,0.117778194,-20.62392857,59.07908168,0.238085,2.96E-07
595,0bcLx0UsT4ymdoWM6Khj56,energetic,Spotify,Power Hour,0.329795635,0.092022398,10.10655159,0.092022398,-15.59690476,88.67583033,0.23411488,9.44E-06
596,1MQkhomMlwsYigfmswbEbx,energetic,Spotify,Power Hour,0.229710317,0.083185248,-18.36799206,0.083185248,-35.4032619,22.49056791,0.22038704,2.83E-06
597,2SPoL0khkn8lcyE4krvzPx,energetic,Spotify,Power Hour,0.230025794,0.085529162,7.032246032,0.085529162,-19.30440476,57.9126123,0.23621768,1.55E-06
598,4dqhVztW1tanwJHpi8a7Fr,energetic,Spotify,Power Hour,0.23169246,0.079043577,18.66614484,0.079043577,-16.90966667,63.41859208,0.23073752,5.32E-06
599,3tFz7n9OKBDMvrQmqE0oMR,energetic,Spotify,Power Hour,0.267186508,0.090307965,5.553688492,0.090307965,-22.717,137.7693515,0.2345696,8.92E-06
600,5Yhw7mTilZeYa6hWKW3ntC,energetic,Spotify,Power Hour,0.344626984,0.092013177,-0.630954365,0.092013177,-26.87216667,30.71665248,0.24390744,7.57E-07
601,4pBOB1MKyKvG8ntBCTx49A,energetic,Spotify,Power Hour,0.259480159,0.093579837,7.865704365,0.093579837,-10.99128571,27.27316528,0.2426306,1.14E-05
602,51upcn3vqH7UBFovs9LAaU,energetic,Spotify,Power Hour,0.294083333,0.06666121,12.05522619,0.06666121,-20.7362381,20.67136804,0.23810784,1.95E-07
603,3c7P6aEGW93f44hyXa85Nt,energetic,Spotify,Power Hour,0.467617063,0.067286511,10.87401786,0.067286511,-14.74595238,38.29015985,0.23804484,2.37E-07
604,5XnFu6T79qG4uBzojCqDHz,energetic,Spotify,Power Hour,0.425531746,0.084616369,16.80583532,0.084616369,-16.29066667,56.76279276,0.23811068,3.57E-07
605,4EJlVuaTWn0xlRj4XtaxzT,energetic,Spotify,Power Hour,0.433964286,0.074097899,18.44204563,0.074097899,-30.00307143,76.57215734,0.21427192,3.59E-06
606,40t0cJPGFLOStsLxagA7SO,energetic,Spotify,Power Hour,0.423880952,0.133819664,8.474208333,0.133819664,-18.96521429,14.13095012,0.24001264,4.53E-07
607,1JmCTYRap2IjFSSWKqluwF,energetic,Spotify,Power Hour,0.514944444,0.077882844,13.08328373,0.077882844,-14.15978571,29.14585047,0.239813,7.88E-06
608,0k8UnzQrgksob1a8sImkCu,energetic,Spotify,Power Hour,0.254990079,0.090614634,4.763073413,0.090614634,-16.9392619,119.8435063,0.2344952,3.45E-06
609,4nijbf0O8zddqYJQjr1aqM,energetic,Spotify,Power Hour,0.409595238,0.097470563,-2.730724206,0.097470563,-20.76121429,71.5462469,0.21647336,2.57E-05
610,6LrkCIYjot7qmekaMQB067,energetic,Spotify,Power Hour,0.46575,0.088692371,10.38669048,0.088692371,-15.11492857,30.11125782,0.2377648,1.66E-05
611,0H8GRYpMkJQeoNddt6j4Kx,energetic,Spotify,Power Hour,0.385422619,0.086164861,5.915130952,0.086164861,-16.61514286,28.43065213,0.23075012,1.81E-06
612,37pmMCR4KBMXLTZ4uBrLTR,energetic,Spotify,Power Hour,0.495640873,0.074595567,8.952944444,0.074595567,-15.09028571,163.3466648,0.23431744,1.64E-06
613,7yV8TldM4gyHcDVx64Dd2d,energetic,Spotify,Power Hour,0.392103175,0.093838351,-6.133525794,0.093838351,-27.11142857,43.4975184,0.24193148,1.49E-07
614,11JSlUhMbgN1dWWHwK7uZY,energetic,Spotify,Power Hour,0.547279762,0.072456977,11.82361706,0.072456977,-10.3202381,65.88521936,0.23078672,8.41E-06
615,3eteCgeODlWFekAZ0hhrED,energetic,Spotify,Power Hour,0.46330754,0.092436814,12.61164683,0.092436814,-35.89438095,66.73549317,0.24194788,3.36E-07
616,6B9AzhSLog7Bm1huxkfCFN,energetic,Spotify,Power Hour,0.553416667,0.084975838,-1.784704365,0.084975838,-23.59007143,38.44758778,0.24003076,2.14E-06
617,6Fa2ZuCZ6M7Wje5BFozAXb,energetic,Spotify,Power Hour,0.281936508,0.086997368,2.02171627,0.086997368,-19.01216667,62.70866004,0.24192556,9.45E-06
618,6m8h4w72x6eiklwYIs4YSy,energetic,Spotify,Power Hour,0.396404762,0.100467216,-5.122037698,0.100467216,-21.05109524,119.4566421,0.23744668,6.68E-06
619,3Oowb2E9yKdHvsXCqslrVH,energetic,Spotify,Power Hour,0.310357143,0.100691065,5.332847222,0.100691065,-22.68469048,43.22732266,0.23474296,1.30E-05
620,241KvpSSfpZC6x6opdpPMc,energetic,Spotify,Power Hour,0.341111111,0.074942624,11.67711706,0.074942624,-9.813595238,102.6098187,0.23785126,0.00631796
621,5UqxaK4S2p9a7g7ZoHI73k,energetic,Spotify,Power Hour,0.415674603,0.094036339,7.06790873,0.094036339,-17.22959524,37.91301108,0.23437964,1.19E-06
622,4MSUkuFzsXuVJCEsNSxJ0w,energetic,Spotify,Power Hour,0.417315476,0.105967572,-3.561196429,0.105967572,-15.7955,12.36613391,0.23431252,2.96E-06
623,66oJVPod5blNHwjx34epaw,energetic,Spotify,Power Hour,0.38085119,0.100592238,-2.071876984,0.100592238,-17.65611905,61.87932377,0.23077436,3.05E-06
624,2wrnoLYgHFZi7uCOIBMge9,energetic,Spotify,Power Hour,0.479799603,0.095908745,-5.402767857,0.095908745,-29.65057143,94.98806942,0.2381316,2.98E-07
625,7hW0PC4oCFzMqe79NKmw0O,energetic,Spotify,Power Hour,0.42014881,0.081859694,9.561767857,0.081859694,-17.0877619,109.3255376,0.23811424,9.34E-07
626,2x5DjUweD74HaOuLUYqk5N,energetic,Spotify,Power Hour,0.400099206,0.079847946,9.947446429,0.079847946,-10.88392857,7.578551678,0.23392156,3.99E-06
627,3YtTmbMzxGsgnaHk0Dr3O8,energetic,Spotify,Power Hour,0.186946429,0.089919204,2.35589881,0.089919204,-20.57214286,94.97193144,0.23811104,2.36E-06
628,1RvDsjCBDTES3lPiEGNNMY,energetic,Spotify,Power Hour,0.243797619,0.082229605,8.253478175,0.082229605,-22.18990476,172.1377931,0.23386144,4.11E-05
629,3482GEXcISrZRWMr0DRRre,energetic,Spotify,Power Hour,0.27097619,0.096518417,5.006865079,0.096518417,-18.76995238,44.50181517,0.23481888,6.64E-06
630,6VWkAPfYuoGtGgC9zQt5Gn,energetic,Spotify,Power Hour,0.466059524,0.091624971,24.79289683,0.091624971,-13.86745238,19.72975933,0.19944136,5.97E-06
631,6XTUe2MV0ryeeyr0YuDeul,energetic,Spotify,Power Hour,0.324039683,0.085909748,5.159517857,0.085909748,-25.8557381,146.7706386,0.23428744,1.27E-06
632,2yhSkooN0l5CDVKhyx6OL2,energetic,Spotify,Power Hour,0.538390873,0.060708891,17.23948214,0.060708891,-30.70209524,124.9852161,0.23078704,9.20E-07
633,50D2DP45CxPWO8JZAiqCjJ,energetic,Spotify,Power Hour,0.392936508,0.107355308,13.49454563,0.107355308,-20.1245,10.21328016,0.24001968,1.33E-07
634,2uyQG1q7OJEsj3VlNbWTY6,energetic,Spotify,Power Hour,0.527845238,0.085828171,10.45734325,0.085828171,-21.25821429,27.26984539,0.23531044,1.49E-05
635,36Jqsv1jOrmYe94XwE0Vu1,energetic,Spotify,Power Hour,0.399420635,0.088091946,-26.04727183,0.088091946,-31.64135714,28.18600389,0.22737412,1.04E-06
636,15CfptpFnwDrhkWt8JPyfN,energetic,Spotify,Power Hour,0.440529762,0.125561411,3.408996032,0.125561411,-21.27395238,84.79184507,0.24194108,8.73E-07
637,02Q7GcNPVgFNr8nNhq5oLg,energetic,Spotify,Power Hour,0.587069444,0.075939433,-24.96209722,0.075939433,-35.40157143,18.3353323,0.23065108,7.61E-07
638,3vTOtrwheF5HItTf2kcnLb,energetic,Spotify,Power Hour,0.335936508,0.099300457,-2.244632937,0.099300457,-20.33207143,19.36911456,0.21461132,0.005150253
639,1bT7fiBQ2xtjnzBlbFnxLc,energetic,Spotify,Power Hour,0.620863095,0.073084242,18.96595238,0.073084242,-20.93916667,41.09112156,0.23860588,4.29E-06
640,5aSFb2NDHDp4NU7rbegVJq,energetic,Spotify,Power Hour,0.507573413,0.105947887,2.322837302,0.105947887,-33.6945,53.31282591,0.24001804,4.56E-07
641,3np0ygdsjat1u4fTUR5UHu,energetic,Spotify,Power Hour,0.344434524,0.119049495,4.896740079,0.119049495,-28.751,23.93632854,0.24172908,1.75E-06
642,7pS3mwBEpFuiBQp7nYzybw,energetic,Spotify,Power Hour,0.377771825,0.103058546,7.402793651,0.103058546,-13.56711905,114.8066095,0.23810152,7.33E-06
643,5qOnAUraGM4ZdoYjAHMiVs,energetic,Spotify,Power Hour,0.500297619,0.104133565,-1.792007937,0.104133565,-22.66838095,58.75007175,0.23854928,1.09E-05
644,5X1oSnkfwzpBjMADmC5ID2,energetic,Spotify,Power Hour,0.519093254,0.084189683,16.79821825,0.084189683,-12.93671429,13.14529265,0.23439756,5.98E-06
645,5RKS3CdNfj8QfqZHkjRMyw,energetic,Spotify,Power Hour,0.362109127,0.095753195,-7.326365079,0.095753195,-25.18819048,113.494732,0.21810228,4.25E-05
646,75dtuLXf7uNtQNAGMDIM7k,energetic,Spotify,Power Hour,0.420625,0.095992589,-5.957519841,0.095992589,-28.85030952,73.80367978,0.22056216,3.97E-07
647,641bVG01vykqn8c7fjSRPT,energetic,Spotify,Power Hour,0.37135119,0.105094248,-5.55305754,0.105094248,-23.08764286,72.9240616,0.23999156,1.10E-07
648,4G55pTc04WhcDGh7VUCOkT,energetic,Spotify,Power Hour,0.207964286,0.097034722,-18.00285516,0.097034722,-33.56485714,83.064843,0.23000972,2.45E-05
649,7y6r9UBkaWSproYktbdPkz,energetic,Spotify,Power Hour,0.217047619,0.095912737,-9.295305556,0.095912737,-31.60590476,47.8450077,0.20005428,2.41E-06
650,7h3mtMxkX30gojRtihWcWw,energetic,Spotify,Power Hour,0.264339286,0.084445068,7.541037698,0.084445068,-20.04004762,22.50369912,0.23487828,1.68E-05
651,35wbc52sYF0yAtnXnu2SPB,energetic,Spotify,Power Hour,0.387055556,0.081911035,11.67505357,0.081911035,-16.42733333,76.88192057,0.23409128,8.71E-06
652,0VnWzFgJPmQWI6q2PmOVnM,energetic,Spotify,Power Hour,0.506287698,0.067069517,-7.338412698,0.067069517,-23.72071429,20.01646123,0.2346296,1.68E-06
653,5ZbXW2vnN7wzkAcEFDj0cy,energetic,Spotify,Power Hour,0.358321429,0.083234954,3.382992063,0.083234954,-19.28002381,141.1482979,0.23437032,5.73E-06
654,1AmCHcpHunyou8QLDi4Smh,energetic,Spotify,Power Hour,0.448662698,0.079810689,10.51729365,0.079810689,-14.95547619,61.67453904,0.23759536,3.92E-06
655,4nyqcnj3pTl72hFsJCO0S5,energetic,Spotify,Power Hour,0.40946627,0.082705387,10.182625,0.082705387,-12.8585,53.1240625,0.19318128,3.97E-06
656,6YOhpDg3AC0je96HRarJXy,energetic,Spotify,Power Hour,0.560853175,0.053421859,26.56214881,0.053421859,-20.84442857,31.41189445,0.23836876,5.70E-06
657,4Bd1yNEOD5aX6NVU8eLlsa,energetic,Spotify,Power Hour,0.333797619,0.118958981,-12.53049206,0.118958981,-28.22192857,84.34875046,0.23076776,3.86E-07
658,38Rzz4JOpJ6mjoWxEU3gZg,energetic,Spotify,Power Hour,0.330236111,0.095518495,8.256855159,0.095518495,-10.47735714,21.68282906,0.17137072,1.75E-06
659,5RAUwb7ubeBc4jEDp86TMB,energetic,Spotify,Power Hour,0.407666667,0.095382791,1.765702381,0.095382791,-22.00371429,57.0711305,0.23347144,2.42E-05
660,53YrueU8jnbvFx1Ndss2yk,energetic,Spotify,Power Hour,0.579422619,0.126331911,5.677742063,0.126331911,-26.27497619,15.4668751,0.22158944,8.20E-06
661,4KJWatNf0zOaEfkoZuO0w8,energetic,Spotify,Power Hour,0.204503968,0.076271292,7.337634921,0.076271292,-29.9052619,94.85749283,0.22803908,1.52E-05
662,6k5xdn5vcqEsmpFbc6h4x3,energetic,Spotify,Power Hour,0.478990079,0.101684427,-2.279386905,0.101684427,-22.27945238,10.79769479,0.24246376,3.83E-06
663,29VrUh1OBgsswMQp2FkQqF,energetic,Spotify,Power Hour,0.434787698,0.102569663,1.282343254,0.102569663,-13.28747619,11.3272563,0.24002684,1.83E-07
664,2TZVeCSszEy4r0N4wFsNEa,energetic,Spotify,Power Hour,0.521303571,0.099180943,6.953561508,0.099180943,-17.41138095,16.24391214,0.23486336,7.05E-06
665,2k11CoTdPRyYpNKjdOXBr6,energetic,Spotify,Power Hour,0.744021825,0.036428506,30.17111111,0.036428506,-40.3245,211.1159037,0.24000844,2.37E-07
666,3ONrCVkHj8jYuRKcVSQIxH,energetic,Spotify,Power Hour,0.489367063,0.086117803,12.6404504,0.086117803,-9.932166667,13.71172731,0.2349,6.53E-06
667,19eIZmuXlBmLTha1lPHef7,energetic,Spotify,Power Hour,0.350902778,0.094748279,5.430269841,0.094748279,-25.32257143,88.99154854,0.24381108,1.80E-06
668,3uB1RIUhLc8RsjTn64gt4A,energetic,Spotify,Power Hour,0.286706349,0.088842931,15.34300794,0.088842931,-26.42085714,60.47156652,0.2439208,6.01E-07
669,549dYOSNq7Lr7d1w04uzva,energetic,Spotify,Power Hour,0.391373016,0.09956023,5.568811508,0.09956023,-19.2547619,100.3509211,0.23999428,5.95E-07
670,7D5qMGajdfznFcXFArk5VE,energetic,Spotify,Power Hour,0.344319444,0.087051454,9.68943254,0.087051454,-14.95097619,7.898299926,0.17243428,1.48E-06
671,5HLjCUofLLeKaSNatoFnC5,energetic,Spotify,Power Hour,0.479763889,0.090119712,2.304315476,0.090119712,-13.70095238,67.83435566,0.24767916,0.002372081
672,2gmjeSpQI7dvGLLcsu6SQq,energetic,Spotify,Power Hour,0.47955754,0.085587329,6.154873016,0.085587329,-25.49104762,51.77836307,0.24404884,1.90E-06
673,0yrlRdgnfEFvk5zlZ9yCKy,energetic,Spotify,Power Hour,0.385170635,0.07054019,22.91931151,0.07054019,-20.59283333,119.6663001,0.21724428,0.005258943
674,5tRzRFwkSFkJdlJdnAWygq,energetic,Spotify,Power Hour,0.234238095,0.081559967,5.354845238,0.081559967,-17.43321429,107.279446,0.23121284,9.88E-06
675,70nTmaiN7Js36XCmURYUTF,energetic,Spotify,Power Hour,0.329621032,0.105268808,-5.476573413,0.105268808,-20.5117381,38.59113234,0.23762536,7.24E-06
676,5aRwLXpWjgXmwoJvXoYvCq,energetic,Spotify,Power Hour,0.292255952,0.092307117,0.052204365,0.092307117,-31.00107143,68.10648617,0.23799024,3.27E-06
677,7G3oEWLqKGkQ80JSSbrvjB,energetic,Spotify,Power Hour,0.235819444,0.091200717,-5.338333333,0.091200717,-41.82335714,30.57979141,0.2381014,6.71E-06
678,3oxkovxOKLaXfbMsa80061,energetic,Spotify,Power Hour,0.450418651,0.102113528,-4.518412698,0.102113528,-31.05552381,17.51304679,0.2376032,5.40E-06
679,5yD2E7jzB0YY0iT4KvmAK8,energetic,Spotify,Power Hour,0.33194246,0.087622094,7.200527778,0.087622094,-15.54542857,19.96817957,0.23833828,3.62E-06
680,7GQuWq9p0UoBBRtN8MIZce,energetic,Spotify,Power Hour,0.309505952,0.104449233,5.719537698,0.104449233,-15.81566667,8.340444081,0.23779684,5.84E-06
681,5qKVcFWolHOWPupR077TbN,energetic,Spotify,Hype,0.334537698,0.082452901,10.20115675,0.082452901,-19.11333333,12.81059472,0.18289804,7.11E-07
682,0Vq34fkVd7vE0wV8AofFvF,energetic,Spotify,Hype,0.306365079,0.085382686,0.241930556,0.085382686,-20.45095238,21.88069468,0.21428656,2.10E-06
683,4JHfB0tPjE38N5KTSaX39I,energetic,Spotify,Hype,0.315730159,0.091209569,11.57565476,0.091209569,-19.77883333,136.8641871,0.31593516,9.23E-06
684,10sVJpsoTxf0CGp9LhSQJU,energetic,Spotify,Hype,0.45514881,0.0650466,29.26387302,0.0650466,-33.27288095,155.5170558,0.21314848,1.19E-05
685,5udWL9eGu0qXemjM0n8JBu,energetic,Spotify,Hype,0.340289683,0.102460314,-14.47756151,0.102460314,-23.7477381,14.42870747,0.20003696,1.56E-05
686,10MLHY81Gd0yWbmX6jGWk4,energetic,Spotify,Hype,0.377565476,0.090803081,-14.91311706,0.090803081,-31.53342857,61.79375889,0.22230692,3.10E-06
687,1yVSdy4jqzSgzeWgVaXL4p,energetic,Spotify,Hype,0.39919246,0.084132856,8.951418651,0.084132856,-23.90242857,154.7393578,0.2068732,1.14E-06
688,3EBqovY8cjouAYyrWRUcFN,energetic,Spotify,Hype,0.287640873,0.093388123,12.95632341,0.093388123,-24.18411905,84.27593103,0.25853488,3.64E-06
689,6Htonk8eMUz1wodEMKnF7F,energetic,Spotify,Hype,0.36385119,0.104148775,-3.285117063,0.104148775,-18.156,20.20562249,0.2343538,3.48E-06
690,49v7kRlVxnwrrJzCRxeRXl,energetic,Spotify,Hype,0.210238095,0.081272623,5.666480159,0.081272623,-15.50414286,37.41585413,0.21425188,1.90E-06
691,0OHITRa9pUZN2As1PEBS0b,energetic,Spotify,Hype,0.377996032,0.076338668,19.87687698,0.076338668,-14.75278571,7.379362026,0.200002,3.92E-07
692,2MKWm1YXp8MRV6JMDPyXp5,energetic,Spotify,Hype,0.384722222,0.085656511,23.20738889,0.085656511,-15.03847619,16.86722182,0.21425592,2.65E-06
693,76XUckjsHrXw55SValQ9pJ,energetic,Spotify,Hype,0.280599206,0.076750197,27.76845635,0.076750197,-19.72383333,10.06676487,0.23813904,2.31E-06
694,7p6GVOfojcPP4rVQ5SZNBY,energetic,Spotify,Hype,0.345394841,0.095850665,13.18972421,0.095850665,-18.94964286,18.4166815,0.20099888,1.86E-05
695,5HrDKcCbir3Wh7quStaXxW,energetic,Spotify,Hype,0.285980159,0.106229196,14.74227381,0.106229196,-16.39188095,0.783117668,0.20001384,8.18E-07
696,76I3PmbGZazzNlEwlp1y85,energetic,Spotify,Hype,0.284085317,0.090376281,5.328650794,0.090376281,-23.15714286,95.53522959,0.19999064,8.47E-07
697,6rv93pYJSTtReQIuwcCYvm,energetic,Spotify,Hype,0.324938492,0.091150388,11.97962897,0.091150388,-26.55809524,101.6163059,0.20001848,1.88E-06
698,47cElLEwnbplOSL5iHeu4o,energetic,Spotify,Hype,0.407188492,0.088214877,4.708984127,0.088214877,-17.87271429,25.67118884,0.2141134,4.63E-06
699,2Kbe8piP0qYXT7D23UkVwE,energetic,Spotify,Hype,0.240632937,0.086711183,18.81481349,0.086711183,-17.72514286,4.577873101,0.19961164,3.87E-06
700,7L68liHMwjD8QuNydCfYJ7,energetic,Spotify,Hype,0.234164683,0.101367955,15.79044048,0.101367955,-29.12880952,30.8600683,0.2999278,5.95E-07
701,5ZO4oQl23MyctAAyMlKUgX,energetic,Spotify,Hype,0.622005952,0.047270821,30.89669048,0.047270821,-26.24019048,8.081604109,0.400832512,1.79E-05
702,6UU4Zef2KpHMp8Zhz3XqeJ,energetic,Spotify,Hype,0.243549603,0.082605703,-5.045416667,0.082605703,-24.47547619,11.06331079,0.20404,7.71E-06
703,3xBEwwc1zwGpOFtkp5HVkB,energetic,Spotify,Hype,0.46364881,0.072519377,36.97560119,0.072519377,-13.68595238,21.50526736,0.1996006,2.70E-06
704,5YCqxwrntQUKnxkx8KVeKa,energetic,Spotify,Hype,0.232194444,0.098934034,-1.895819444,0.098934034,-25.40883333,61.17774736,0.26400308,0.00777051
705,2QkBSAn7hcxElro2UEI1ux,energetic,Spotify,Hype,0.199876984,0.09190319,-16.77100397,0.09190319,-31.10680952,14.84190845,0.20077312,1.49E-05
706,2rOU98Cy13yvifhme0Ovn5,energetic,Spotify,Hype,0.334073413,0.107717042,10.32922421,0.107717042,-17.40459524,105.5584767,0.20002244,3.26E-06
707,6wY9Z7CF2miFe6YBudoA2k,energetic,Spotify,Hype,0.347410714,0.107059368,2.800728175,0.107059368,-18.56966667,24.65247057,0.16663444,1.54E-06
708,52YG0wPrGQlmaPIQtG2uxW,energetic,Spotify,Hype,0.337654762,0.103853992,23.52543452,0.103853992,-20.02516667,37.27374058,0.23088392,3.03E-06
709,1SYNgyiVRZEBhV0P4YFBk8,energetic,Spotify,Hype,0.498617063,0.092289581,14.01576389,0.092289581,-17.02590476,141.0216292,0.23796084,9.85E-06
710,2Exh8W2Mwd9Jwd9k4dqHs1,energetic,Spotify,Hype,0.360107143,0.074406334,5.499478175,0.074406334,-17.35597619,33.60728476,0.18065592,1.35E-06
711,2LWsuRTdn4PdjWmKCW9DCr,energetic,Spotify,Hype,0.331071429,0.087459196,-1.494355159,0.087459196,-15.56040476,5.171529759,0.19999776,1.08E-05
712,5qRUEyakcE4cKgxAFrokNm,energetic,Spotify,Hype,0.368650794,0.096834609,7.389829365,0.096834609,-20.17154762,77.64215996,0.20825236,1.74E-06
713,5qXBSsV4uMtyAeL1ZkWPqr,energetic,Spotify,Hype,0.283855159,0.099944856,-3.737142857,0.099944856,-23.18009524,23.13226311,0.23066444,9.01E-06
714,5sITheNZPGfI1hQtAHkkOL,energetic,Spotify,Hype,0.435234127,0.092538955,29.29823611,0.092538955,-26.84092857,10.00975865,0.2496308,1.95E-05
715,3z8zVIoNYehX3v2eYSEWpb,energetic,Spotify,Hype,0.408251984,0.093801744,9.704472222,0.093801744,-29.62904762,155.5762696,0.19992152,1.14E-06
716,23hjt7l3gVjOpDTHrLn8aa,energetic,Spotify,Hype,0.357371032,0.090924623,11.14608532,0.090924623,-14.56988095,21.70527186,0.19997688,8.42E-06
717,5aZdKGLBJZDkGadhMhd0q5,energetic,Spotify,Hype,0.437228175,0.065415827,22.62337698,0.065415827,-26.53709524,27.47436228,0.3125038,1.48E-06
718,2quJfGTjAe7KtJ7o57U9UT,energetic,Spotify,Hype,0.23444246,0.099696438,-9.822293651,0.099696438,-19.266,71.62139644,0.19393764,7.13E-06
719,7wl9HVFHOGLyd35Zr5VZ2M,energetic,Spotify,Hype,0.318210317,0.092595856,12.2364881,0.092595856,-9.694880952,16.78004586,0.20005952,8.06E-07
720,0PSudtFoid6NOhiS01WFmC,energetic,Spotify,Hype,0.23396627,0.094248939,57.39866667,0.094248939,-18.26647619,1.604478499,0.18746016,1.06E-06
721,0r0v060GKpseOx3zxy0d2b,energetic,Spotify,Hype,0.380561508,0.085366123,6.289805556,0.085366123,-48.69183333,24.39227351,0.18747432,6.64E-06
722,653ATn79JFLv4XE5B2A4D2,energetic,Spotify,Hype,0.527869048,0.066565927,28.8640377,0.066565927,-25.73447619,30.55975211,0.19998744,4.04E-07
723,5blgGSISAzYnuX6ONoSQD6,energetic,Spotify,Hype,0.320519841,0.086727344,31.58133929,0.086727344,-20.72764286,49.82776863,0.23076676,4.32E-06
724,1qQt85owTaCya2rQPb52Lv,energetic,Spotify,Hype,0.314,0.08053899,23.29178968,0.08053899,-24.2742619,45.00228127,0.20053468,6.17E-06
725,3n9iVMowTDkA4JZyIFNUiO,energetic,Spotify,Hype,0.403458333,0.093126217,19.02062698,0.093126217,-13.25830952,21.30726154,0.19999556,3.39E-06
726,7DF1uR94Djgwngt6pOiyNW,energetic,Spotify,Hype,0.301031746,0.092450436,-9.833845238,0.092450436,-40.65652381,25.25855006,0.18671344,5.71E-06
727,0mz8ZwZ5KwnO122kS4N0IL,energetic,Spotify,Hype,0.418117063,0.076536418,11.07394048,0.076536418,-19.69728571,27.82461743,0.21425692,1.73E-06
728,0Kaai4pEUw3hmnVHW3R5IW,energetic,Spotify,Hype,0.349212302,0.097952466,6.815805556,0.097952466,-18.96833333,176.6041289,0.39424272,0.017331734
729,5LCaw96SsbpHAQFAcbFwbI,energetic,Spotify,Hype,0.255597222,0.081896651,12.03830754,0.081896651,-12.53961905,12.86235229,0.22984208,1.59E-05
730,5kv8bXGdF0WG71Y3WyuVL9,energetic,Spotify,Hype,0.427811508,0.080169461,3.120430556,0.080169461,-23.71761905,13.27266097,0.21587308,5.68E-06
731,60AUuYrFbCBnPvDfofMfVF,energetic,Spotify,Hype,0.454311508,0.070103253,10.01936905,0.070103253,-22.48895238,100.4954481,0.20021012,7.83E-06
732,1Z3mmjXCO6hplvu6l6JVoY,energetic,Spotify,Hype,0.340410714,0.096788692,3.193529762,0.096788692,-22.09745238,32.83319757,0.19529388,6.78E-06
733,7sSAk9HyJr4Kgd3reij1ys,energetic,Spotify,Hype,0.298081349,0.088397741,-9.979105159,0.088397741,-19.07219048,159.659294,0.20084148,1.34E-05
734,7Ea8q10umMLrB2IzEZSk6a,energetic,Spotify,Hype,0.39665873,0.083688162,-16.60644444,0.083688162,-23.5067381,4.69564532,0.19954852,4.50E-06
735,2W9QUD9YJ4SERyzu25IwbU,energetic,Spotify,Hype,0.342053571,0.099023983,2.802136905,0.099023983,-27.83864286,302.4081676,0.39789663,0.017657801
736,3YjK1xOCGcHcYHim5XboFB,energetic,Spotify,Hype,0.17178373,0.09498116,0.405315476,0.09498116,-28.50290476,8.58097082,0.3134369,0.010954078
737,05tNVLZUlUy84WJ7LVfJRb,energetic,Spotify,Hype,0.352825397,0.078447834,16.21840278,0.078447834,-28.03340476,16.90315576,0.25830256,1.12E-05
738,1coG30H5gED9tscKZookCC,energetic,Spotify,Hype,0.380621032,0.072679385,14.47427183,0.072679385,-15.15161905,23.17402112,0.39937798,0.017777303
